sub,trial,partners_contribution,valence,arousal,sub_contribution,sub_contribution_binary,study
1303,1,2.4,135,29,0.8,cooperate,pgg
1303,1,2.4,190,42,0.8,cooperate,pgg
1303,2,2.5,161,165,0.7,cooperate,pgg
1303,2,2.5,116,49,0.8,cooperate,pgg
1303,3,1.2,-25,30,0.6,cooperate,pgg
1303,3,1.2,-28,3,0.6,cooperate,pgg
1303,4,1.5,6,-25,0.5,cooperate,pgg
1303,4,1.5,-29,33,0.5,cooperate,pgg
1303,5,2.3,105,55,0.5,cooperate,pgg
1303,5,2.3,138,160,1,cooperate,pgg
1303,6,1.4,39,21,0.5,cooperate,pgg
1303,6,1.4,-20,-35,0.6,cooperate,pgg
1303,7,0,3,-2,0.3,defect,pgg
1303,7,0,-233,29,1,cooperate,pgg
1303,8,1,27,16,0.5,cooperate,pgg
1303,8,1,44,4,0.8,cooperate,pgg
1303,9,1.9,101,47,0.7,cooperate,pgg
1303,9,1.9,-23,5,0.6,cooperate,pgg
1303,10,1.5,6,-25,0.5,cooperate,pgg
1303,10,1.5,-29,33,0.5,cooperate,pgg
1303,11,1.4,39,21,0.5,cooperate,pgg
1303,11,1.4,-20,-35,0.6,cooperate,pgg
1303,12,0.9,-45,8,0.3,defect,pgg
1303,12,0.9,-62,-58,0.5,cooperate,pgg
1303,13,0.8,-54,34,0.4,defect,pgg
1303,13,0.8,-27,-47,0.5,cooperate,pgg
1303,14,0.2,31,17,0.4,defect,pgg
1303,14,0.2,-89,-93,0.2,defect,pgg
1303,15,0.7,-187,32,0.5,cooperate,pgg
1303,15,0.7,-87,73,0.7,cooperate,pgg
1303,16,2.1,115,25,0.9,cooperate,pgg
1303,16,2.1,97,16,0.7,cooperate,pgg
1303,17,0.4,-83,10,0.4,defect,pgg
1303,17,0.4,-50,-106,0.1,defect,pgg
1303,18,1.1,10,17,0.8,cooperate,pgg
1303,18,1.1,-75,21,0.4,defect,pgg
1303,19,1.8,10,8,0.6,cooperate,pgg
1303,19,1.8,136,65,0.8,cooperate,pgg
1303,20,2.7,195,21,0.9,cooperate,pgg
1303,20,2.7,135,18,0.9,cooperate,pgg
1303,21,1.7,149,73,0.7,cooperate,pgg
1303,21,1.7,19,16,0.7,cooperate,pgg
1303,22,2,182,48,0.7,cooperate,pgg
1303,22,2,122,23,0.9,cooperate,pgg
1303,23,0.5,-106,15,0.3,defect,pgg
1303,23,0.5,-114,43,0.8,cooperate,pgg
1303,24,2.6,154,38,0.8,cooperate,pgg
1303,24,2.6,200,23,0.9,cooperate,pgg
1303,25,0.8,-54,34,0.4,defect,pgg
1303,25,0.8,-27,-47,0.5,cooperate,pgg
1303,26,2.7,195,21,0.9,cooperate,pgg
1303,26,2.7,135,18,0.9,cooperate,pgg
1303,27,2.4,135,29,0.8,cooperate,pgg
1303,27,2.4,190,42,0.8,cooperate,pgg
1303,28,3,235,16,1,cooperate,pgg
1303,28,3,235,24,1,cooperate,pgg
1303,29,0.2,31,17,0.4,defect,pgg
1303,29,0.2,-89,-93,0.2,defect,pgg
1303,30,3,235,16,1,cooperate,pgg
1303,30,3,235,24,1,cooperate,pgg
1303,31,2.8,144,181,0.6,cooperate,pgg
1303,31,2.8,206,40,0.9,cooperate,pgg
1303,32,0.3,111,63,0.7,cooperate,pgg
1303,32,0.3,-125,33,0.8,cooperate,pgg
1303,33,2.1,115,25,0.9,cooperate,pgg
1303,33,2.1,97,16,0.7,cooperate,pgg
1303,34,2.6,154,38,0.8,cooperate,pgg
1303,34,2.6,200,23,0.9,cooperate,pgg
1303,35,0.5,-106,15,0.3,defect,pgg
1303,35,0.5,-114,43,0.8,cooperate,pgg
1303,36,1.6,182,54,0.7,cooperate,pgg
1303,36,1.6,29,21,0.7,cooperate,pgg
1303,37,0.6,-34,30,0.5,cooperate,pgg
1303,37,0.6,-53,12,0.6,cooperate,pgg
1303,38,1.6,182,54,0.7,cooperate,pgg
1303,38,1.6,29,21,0.7,cooperate,pgg
1303,39,0.4,-83,10,0.4,defect,pgg
1303,39,0.4,-50,-106,0.1,defect,pgg
1303,40,2.2,143,20,0.8,cooperate,pgg
1303,40,2.2,188,67,0.8,cooperate,pgg
1303,41,1,27,16,0.5,cooperate,pgg
1303,41,1,44,4,0.8,cooperate,pgg
1303,42,1.9,101,47,0.7,cooperate,pgg
1303,42,1.9,-23,5,0.6,cooperate,pgg
1303,43,1.2,-25,30,0.6,cooperate,pgg
1303,43,1.2,-28,3,0.6,cooperate,pgg
1303,44,0.1,-150,23,0.2,defect,pgg
1303,44,0.1,35,3,0,defect,pgg
1303,45,0.1,-150,23,0.2,defect,pgg
1303,45,0.1,35,3,0,defect,pgg
1303,46,0.9,-45,8,0.3,defect,pgg
1303,46,0.9,-62,-58,0.5,cooperate,pgg
1303,47,1.1,10,17,0.8,cooperate,pgg
1303,47,1.1,-75,21,0.4,defect,pgg
1303,48,1.8,10,8,0.6,cooperate,pgg
1303,48,1.8,136,65,0.8,cooperate,pgg
1303,49,2.8,144,181,0.6,cooperate,pgg
1303,49,2.8,206,40,0.9,cooperate,pgg
1303,50,1.3,115,20,0.6,cooperate,pgg
1303,50,1.3,95,47,0.6,cooperate,pgg
1303,51,2.9,85,34,0.6,cooperate,pgg
1303,51,2.9,190,43,0.9,cooperate,pgg
1303,52,1.3,115,20,0.6,cooperate,pgg
1303,52,1.3,95,47,0.6,cooperate,pgg
1303,53,0.3,111,63,0.7,cooperate,pgg
1303,53,0.3,-125,33,0.8,cooperate,pgg
1303,54,2.3,105,55,0.5,cooperate,pgg
1303,54,2.3,138,160,1,cooperate,pgg
1303,55,0.6,-34,30,0.5,cooperate,pgg
1303,55,0.6,-53,12,0.6,cooperate,pgg
1303,56,2,182,48,0.7,cooperate,pgg
1303,56,2,122,23,0.9,cooperate,pgg
1303,57,2.9,85,34,0.6,cooperate,pgg
1303,57,2.9,190,43,0.9,cooperate,pgg
1303,58,0,3,-2,0.3,defect,pgg
1303,58,0,-233,29,1,cooperate,pgg
1303,59,0.7,-187,32,0.5,cooperate,pgg
1303,59,0.7,-87,73,0.7,cooperate,pgg
1303,60,2.5,161,165,0.7,cooperate,pgg
1303,60,2.5,116,49,0.8,cooperate,pgg
1303,61,2.2,143,20,0.8,cooperate,pgg
1303,61,2.2,188,67,0.8,cooperate,pgg
1303,62,1.7,149,73,0.7,cooperate,pgg
1303,62,1.7,19,16,0.7,cooperate,pgg
1304,1,0.8,-221,-1,0.2,defect,pgg
1304,1,0.8,-213,17,0,defect,pgg
1304,2,2.5,3,1,0.5,cooperate,pgg
1304,2,2.5,197,-2,0.8,cooperate,pgg
1304,3,1.5,-53,-1,0.5,cooperate,pgg
1304,3,1.5,7,0,0.5,cooperate,pgg
1304,4,1.3,8,1,0.4,defect,pgg
1304,4,1.3,2,-1,0.1,defect,pgg
1304,5,2.1,198,1,0.7,cooperate,pgg
1304,5,2.1,21,2,0.5,cooperate,pgg
1304,6,0.6,-226,-2,0,defect,pgg
1304,6,0.6,-166,-2,0.2,defect,pgg
1304,7,1,-39,-2,0.2,defect,pgg
1304,7,1,-46,-2,0.3,defect,pgg
1304,8,1.6,8,2,0.3,defect,pgg
1304,8,1.6,-15,0,0.5,cooperate,pgg
1304,9,1,-39,-2,0.2,defect,pgg
1304,9,1,-46,-2,0.3,defect,pgg
1304,10,1.7,27,-2,0.5,cooperate,pgg
1304,10,1.7,21,2,0.5,cooperate,pgg
1304,11,2.4,82,1,0.8,cooperate,pgg
1304,11,2.4,209,-2,0.8,cooperate,pgg
1304,12,0.6,-226,-2,0,defect,pgg
1304,12,0.6,-166,-2,0.2,defect,pgg
1304,13,1.4,2,1,0.4,defect,pgg
1304,13,1.4,22,2,0.4,defect,pgg
1304,14,0.5,-172,-2,0.1,defect,pgg
1304,14,0.5,-207,4,0.1,defect,pgg
1304,15,2.8,206,-2,0.9,cooperate,pgg
1304,15,2.8,171,0,0.9,cooperate,pgg
1304,16,0.4,-242,2,0.1,defect,pgg
1304,16,0.4,-214,-2,0.1,defect,pgg
1304,17,2.3,26,0,0.7,cooperate,pgg
1304,17,2.3,121,4,0.7,cooperate,pgg
1304,18,1.6,8,2,0.3,defect,pgg
1304,18,1.6,-15,0,0.5,cooperate,pgg
1304,19,0.2,-239,0,0,defect,pgg
1304,19,0.2,-217,0,0,defect,pgg
1304,20,2.9,243,2,0.9,cooperate,pgg
1304,20,2.9,238,-2,0.8,cooperate,pgg
1304,21,2.8,206,-2,0.9,cooperate,pgg
1304,21,2.8,171,0,0.9,cooperate,pgg
1304,22,1.1,-26,-1,0.3,defect,pgg
1304,22,1.1,-14,3,0.3,defect,pgg
1304,23,1.2,-38,2,0.4,defect,pgg
1304,23,1.2,-2,-2,0.4,defect,pgg
1304,24,1.3,8,1,0.4,defect,pgg
1304,24,1.3,2,-1,0.1,defect,pgg
1304,25,2.6,125,-1,0.8,cooperate,pgg
1304,25,2.6,211,-3,0.8,cooperate,pgg
1304,26,0.8,-221,-1,0.2,defect,pgg
1304,26,0.8,-213,17,0,defect,pgg
1304,27,0.9,-91,-3,0.3,defect,pgg
1304,27,0.9,-78,-3,0.3,defect,pgg
1304,28,0.2,-239,0,0,defect,pgg
1304,28,0.2,-217,0,0,defect,pgg
1304,29,1.9,43,-2,0.6,cooperate,pgg
1304,29,1.9,30,1,0.6,cooperate,pgg
1304,30,2.4,82,1,0.8,cooperate,pgg
1304,30,2.4,209,-2,0.8,cooperate,pgg
1304,31,2.1,198,1,0.7,cooperate,pgg
1304,31,2.1,21,2,0.5,cooperate,pgg
1304,32,0.1,-244,-2,0,defect,pgg
1304,32,0.1,-242,-2,0,defect,pgg
1304,33,1.2,-38,2,0.4,defect,pgg
1304,33,1.2,-2,-2,0.4,defect,pgg
1304,34,0,-245,-2,0,defect,pgg
1304,34,0,-239,-1,0,defect,pgg
1304,35,1.1,-26,-1,0.3,defect,pgg
1304,35,1.1,-14,3,0.3,defect,pgg
1304,36,2.2,166,-4,0.7,cooperate,pgg
1304,36,2.2,194,0,0.7,cooperate,pgg
1304,37,2.3,26,0,0.7,cooperate,pgg
1304,37,2.3,121,4,0.7,cooperate,pgg
1304,38,2,198,-2,0.6,cooperate,pgg
1304,38,2,77,1,0.6,cooperate,pgg
1304,39,3,248,217,1,cooperate,pgg
1304,39,3,249,1,1,cooperate,pgg
1304,40,0.7,-44,0,0.2,defect,pgg
1304,40,0.7,-119,2,0.2,defect,pgg
1304,41,1.9,43,-2,0.6,cooperate,pgg
1304,41,1.9,30,1,0.6,cooperate,pgg
1304,42,1.8,11,2,0.6,cooperate,pgg
1304,42,1.8,35,-3,0.6,cooperate,pgg
1304,43,2.2,166,-4,0.7,cooperate,pgg
1304,43,2.2,194,0,0.7,cooperate,pgg
1304,44,2.6,125,-1,0.8,cooperate,pgg
1304,44,2.6,211,-3,0.8,cooperate,pgg
1304,45,2.5,3,1,0.5,cooperate,pgg
1304,45,2.5,197,-2,0.8,cooperate,pgg
1304,46,0.5,-172,-2,0.1,defect,pgg
1304,46,0.5,-207,4,0.1,defect,pgg
1304,47,2,198,-2,0.6,cooperate,pgg
1304,47,2,77,1,0.6,cooperate,pgg
1304,48,0.9,-91,-3,0.3,defect,pgg
1304,48,0.9,-78,-3,0.3,defect,pgg
1304,49,2.7,186,1,0.9,cooperate,pgg
1304,49,2.7,216,2,0.9,cooperate,pgg
1304,50,0.3,-243,2,0.1,defect,pgg
1304,50,0.3,-240,1,0.1,defect,pgg
1304,51,0,-245,-2,0,defect,pgg
1304,51,0,-239,-1,0,defect,pgg
1304,52,1.4,2,1,0.4,defect,pgg
1304,52,1.4,22,2,0.4,defect,pgg
1304,53,2.9,243,2,0.9,cooperate,pgg
1304,53,2.9,238,-2,0.8,cooperate,pgg
1304,54,0.1,-244,-2,0,defect,pgg
1304,54,0.1,-242,-2,0,defect,pgg
1304,55,1.8,11,2,0.6,cooperate,pgg
1304,55,1.8,35,-3,0.6,cooperate,pgg
1304,56,1.7,27,-2,0.5,cooperate,pgg
1304,56,1.7,21,2,0.5,cooperate,pgg
1304,57,0.7,-44,0,0.2,defect,pgg
1304,57,0.7,-119,2,0.2,defect,pgg
1304,58,3,248,217,1,cooperate,pgg
1304,58,3,249,1,1,cooperate,pgg
1304,59,0.3,-243,2,0.1,defect,pgg
1304,59,0.3,-240,1,0.1,defect,pgg
1304,60,0.4,-242,2,0.1,defect,pgg
1304,60,0.4,-214,-2,0.1,defect,pgg
1304,61,1.5,-53,-1,0.5,cooperate,pgg
1304,61,1.5,7,0,0.5,cooperate,pgg
1304,62,2.7,186,1,0.9,cooperate,pgg
1304,62,2.7,216,2,0.9,cooperate,pgg
1305,1,3,148,181,0,defect,pgg
1305,1,3,246,246,1,cooperate,pgg
1305,2,1.7,105,-26,0,defect,pgg
1305,2,1.7,101,82,0,defect,pgg
1305,3,2.9,193,159,0,defect,pgg
1305,3,2.9,228,232,0,defect,pgg
1305,4,0.3,-196,-100,0,defect,pgg
1305,4,0.3,-216,153,0,defect,pgg
1305,5,2,19,10,0,defect,pgg
1305,5,2,208,85,0,defect,pgg
1305,6,1.5,144,70,0,defect,pgg
1305,6,1.5,51,32,0,defect,pgg
1305,7,2.6,204,146,0,defect,pgg
1305,7,2.6,209,211,0,defect,pgg
1305,8,1.1,72,27,0,defect,pgg
1305,8,1.1,88,42,0,defect,pgg
1305,9,2.6,204,146,0,defect,pgg
1305,9,2.6,209,211,0,defect,pgg
1305,10,0.6,-38,-95,0,defect,pgg
1305,10,0.6,-38,-69,0.1,defect,pgg
1305,11,1,121,49,0,defect,pgg
1305,11,1,-31,-35,0,defect,pgg
1305,12,0.5,-30,-134,0,defect,pgg
1305,12,0.5,-67,-105,0,defect,pgg
1305,13,0.9,-19,-29,0,defect,pgg
1305,13,0.9,-22,-112,0,defect,pgg
1305,14,0.7,1,-31,0,defect,pgg
1305,14,0.7,-43,-27,0,defect,pgg
1305,15,2.2,134,56,0,defect,pgg
1305,15,2.2,69,28,0,defect,pgg
1305,16,0.8,-43,-89,0,defect,pgg
1305,16,0.8,-42,-51,0,defect,pgg
1305,17,2.3,164,124,0,defect,pgg
1305,17,2.3,159,71,0,defect,pgg
1305,18,1.7,105,-26,0,defect,pgg
1305,18,1.7,101,82,0,defect,pgg
1305,19,0,62,69,0,defect,pgg
1305,19,0,-242,-239,0,defect,pgg
1305,20,0.1,-161,-182,0,defect,pgg
1305,20,0.1,-219,-224,0,defect,pgg
1305,21,2.2,134,56,0,defect,pgg
1305,21,2.2,69,28,0,defect,pgg
1305,22,0.3,-196,-100,0,defect,pgg
1305,22,0.3,-216,153,0,defect,pgg
1305,23,2.1,203,197,0,defect,pgg
1305,23,2.1,160,89,0,defect,pgg
1305,24,0.8,-43,-89,0,defect,pgg
1305,24,0.8,-42,-51,0,defect,pgg
1305,25,2.7,129,93,0,defect,pgg
1305,25,2.7,152,153,0,defect,pgg
1305,26,1.3,-35,-87,0,defect,pgg
1305,26,1.3,-26,-8,0,defect,pgg
1305,27,2.9,193,159,0,defect,pgg
1305,27,2.9,228,232,0,defect,pgg
1305,28,0.4,-45,-48,0,defect,pgg
1305,28,0.4,-39,-66,0,defect,pgg
1305,29,0.1,-161,-182,0,defect,pgg
1305,29,0.1,-219,-224,0,defect,pgg
1305,30,1.4,-24,-28,0,defect,pgg
1305,30,1.4,159,76,0,defect,pgg
1305,31,0.2,-157,-207,0,defect,pgg
1305,31,0.2,-191,-172,0,defect,pgg
1305,32,1.9,60,63,0,defect,pgg
1305,32,1.9,148,102,0,defect,pgg
1305,33,0.6,-38,-95,0,defect,pgg
1305,33,0.6,-38,-69,0.1,defect,pgg
1305,34,2.4,214,183,0,defect,pgg
1305,34,2.4,215,196,0,defect,pgg
1305,35,1.8,129,111,0,defect,pgg
1305,35,1.8,98,79,0,defect,pgg
1305,36,2.5,176,174,0,defect,pgg
1305,36,2.5,177,166,0,defect,pgg
1305,37,0.7,1,-31,0,defect,pgg
1305,37,0.7,-43,-27,0,defect,pgg
1305,38,2.8,233,219,0,defect,pgg
1305,38,2.8,231,199,0,defect,pgg
1305,39,1.2,37,21,0,defect,pgg
1305,39,1.2,9,-3,0,defect,pgg
1305,40,2.5,176,174,0,defect,pgg
1305,40,2.5,177,166,0,defect,pgg
1305,41,1.2,37,21,0,defect,pgg
1305,41,1.2,9,-3,0,defect,pgg
1305,42,0.9,-19,-29,0,defect,pgg
1305,42,0.9,-22,-112,0,defect,pgg
1305,43,1.6,17,-52,0,defect,pgg
1305,43,1.6,78,77,0,defect,pgg
1305,44,1.3,-35,-87,0,defect,pgg
1305,44,1.3,-26,-8,0,defect,pgg
1305,45,1.4,-24,-28,0,defect,pgg
1305,45,1.4,159,76,0,defect,pgg
1305,46,2.3,164,124,0,defect,pgg
1305,46,2.3,159,71,0,defect,pgg
1305,47,2.8,233,219,0,defect,pgg
1305,47,2.8,231,199,0,defect,pgg
1305,48,3,148,181,0,defect,pgg
1305,48,3,246,246,1,cooperate,pgg
1305,49,1.5,144,70,0,defect,pgg
1305,49,1.5,51,32,0,defect,pgg
1305,50,1,121,49,0,defect,pgg
1305,50,1,-31,-35,0,defect,pgg
1305,51,1.8,129,111,0,defect,pgg
1305,51,1.8,98,79,0,defect,pgg
1305,52,2.4,214,183,0,defect,pgg
1305,52,2.4,215,196,0,defect,pgg
1305,53,0,62,69,0,defect,pgg
1305,53,0,-242,-239,0,defect,pgg
1305,54,0.4,-45,-48,0,defect,pgg
1305,54,0.4,-39,-66,0,defect,pgg
1305,55,1.9,60,63,0,defect,pgg
1305,55,1.9,148,102,0,defect,pgg
1305,56,2,19,10,0,defect,pgg
1305,56,2,208,85,0,defect,pgg
1305,57,0.5,-30,-134,0,defect,pgg
1305,57,0.5,-67,-105,0,defect,pgg
1305,58,1.1,72,27,0,defect,pgg
1305,58,1.1,88,42,0,defect,pgg
1305,59,1.6,17,-52,0,defect,pgg
1305,59,1.6,78,77,0,defect,pgg
1305,60,2.1,203,197,0,defect,pgg
1305,60,2.1,160,89,0,defect,pgg
1305,61,2.7,129,93,0,defect,pgg
1305,61,2.7,152,153,0,defect,pgg
1305,62,0.2,-157,-207,0,defect,pgg
1305,62,0.2,-191,-172,0,defect,pgg
1306,1,2.6,87,92,0.4,defect,pgg
1306,1,2.6,174,176,0.9,cooperate,pgg
1306,2,1.1,19,19,0.4,defect,pgg
1306,2,1.1,-56,-86,0,defect,pgg
1306,3,2.3,136,43,0.7,cooperate,pgg
1306,3,2.3,133,108,0.7,cooperate,pgg
1306,4,2.9,233,217,0.9,cooperate,pgg
1306,4,2.9,208,130,0.6,cooperate,pgg
1306,5,1.5,73,46,0.5,cooperate,pgg
1306,5,1.5,111,20,0.5,cooperate,pgg
1306,6,0.7,-127,-134,0.1,defect,pgg
1306,6,0.7,-187,-162,0,defect,pgg
1306,7,0.7,-127,-134,0.1,defect,pgg
1306,7,0.7,-187,-162,0,defect,pgg
1306,8,0.5,-177,-178,0,defect,pgg
1306,8,0.5,-148,-138,0.1,defect,pgg
1306,9,0.4,-245,-245,0,defect,pgg
1306,9,0.4,-112,-113,0.2,defect,pgg
1306,10,1,-3,-35,0.3,defect,pgg
1306,10,1,-83,-99,0.5,cooperate,pgg
1306,11,1.1,19,19,0.4,defect,pgg
1306,11,1.1,-56,-86,0,defect,pgg
1306,12,2.7,183,150,0.5,cooperate,pgg
1306,12,2.7,146,167,0.8,cooperate,pgg
1306,13,2,126,102,0.7,cooperate,pgg
1306,13,2,131,108,1,cooperate,pgg
1306,14,0,-243,-246,0,defect,pgg
1306,14,0,-240,-246,0,defect,pgg
1306,15,2.8,219,183,0.7,cooperate,pgg
1306,15,2.8,168,216,1,cooperate,pgg
1306,16,0.9,-143,-140,0.1,defect,pgg
1306,16,0.9,-67,-59,0.1,defect,pgg
1306,17,2.3,136,43,0.7,cooperate,pgg
1306,17,2.3,133,108,0.7,cooperate,pgg
1306,18,0.1,-223,-218,0,defect,pgg
1306,18,0.1,-205,-220,0,defect,pgg
1306,19,0.6,-152,-123,0.4,defect,pgg
1306,19,0.6,-134,-94,0.2,defect,pgg
1306,20,2.8,219,183,0.7,cooperate,pgg
1306,20,2.8,168,216,1,cooperate,pgg
1306,21,0.8,-35,-21,0.2,defect,pgg
1306,21,0.8,-60,-76,0.2,defect,pgg
1306,22,2.7,183,150,0.5,cooperate,pgg
1306,22,2.7,146,167,0.8,cooperate,pgg
1306,23,1.4,40,10,0.6,cooperate,pgg
1306,23,1.4,75,8,0.6,cooperate,pgg
1306,24,1.4,40,10,0.6,cooperate,pgg
1306,24,1.4,75,8,0.6,cooperate,pgg
1306,25,0.5,-177,-178,0,defect,pgg
1306,25,0.5,-148,-138,0.1,defect,pgg
1306,26,1.9,94,126,0.6,cooperate,pgg
1306,26,1.9,93,107,0.6,cooperate,pgg
1306,27,2.5,125,154,0.5,cooperate,pgg
1306,27,2.5,151,148,0.8,cooperate,pgg
1306,28,2.2,119,96,0.8,cooperate,pgg
1306,28,2.2,178,140,0.7,cooperate,pgg
1306,29,0.9,-143,-140,0.1,defect,pgg
1306,29,0.9,-67,-59,0.1,defect,pgg
1306,30,2,126,102,0.7,cooperate,pgg
1306,30,2,131,108,1,cooperate,pgg
1306,31,1.3,60,19,0.4,defect,pgg
1306,31,1.3,42,26,0.4,defect,pgg
1306,32,0.2,-200,-203,0,defect,pgg
1306,32,0.2,-219,-200,0,defect,pgg
1306,33,1,-3,-35,0.3,defect,pgg
1306,33,1,-83,-99,0.5,cooperate,pgg
1306,34,3,237,232,1,cooperate,pgg
1306,34,3,241,234,1,cooperate,pgg
1306,35,0.3,-182,-196,0.1,defect,pgg
1306,35,0.3,-193,-182,0.1,defect,pgg
1306,36,1.9,94,126,0.6,cooperate,pgg
1306,36,1.9,93,107,0.6,cooperate,pgg
1306,37,0,-243,-246,0,defect,pgg
1306,37,0,-240,-246,0,defect,pgg
1306,38,0.2,-200,-203,0,defect,pgg
1306,38,0.2,-219,-200,0,defect,pgg
1306,39,1.7,107,75,0.8,cooperate,pgg
1306,39,1.7,117,55,0.8,cooperate,pgg
1306,40,2.6,87,92,0.4,defect,pgg
1306,40,2.6,174,176,0.9,cooperate,pgg
1306,41,2.1,146,89,0.7,cooperate,pgg
1306,41,2.1,143,170,0.9,cooperate,pgg
1306,42,2.5,125,154,0.5,cooperate,pgg
1306,42,2.5,151,148,0.8,cooperate,pgg
1306,43,1.6,83,72,0.4,defect,pgg
1306,43,1.6,69,86,0.5,cooperate,pgg
1306,44,1.5,73,46,0.5,cooperate,pgg
1306,44,1.5,111,20,0.5,cooperate,pgg
1306,45,1.3,60,19,0.4,defect,pgg
1306,45,1.3,42,26,0.4,defect,pgg
1306,46,0.6,-152,-123,0.4,defect,pgg
1306,46,0.6,-134,-94,0.2,defect,pgg
1306,47,1.2,-22,0,0.3,defect,pgg
1306,47,1.2,-5,-5,0.4,defect,pgg
1306,48,0.3,-182,-196,0.1,defect,pgg
1306,48,0.3,-193,-182,0.1,defect,pgg
1306,49,0.8,-35,-21,0.2,defect,pgg
1306,49,0.8,-60,-76,0.2,defect,pgg
1306,50,1.7,107,75,0.8,cooperate,pgg
1306,50,1.7,117,55,0.8,cooperate,pgg
1306,51,1.2,-22,0,0.3,defect,pgg
1306,51,1.2,-5,-5,0.4,defect,pgg
1306,52,1.8,118,33,0.7,cooperate,pgg
1306,52,1.8,112,95,0.6,cooperate,pgg
1306,53,2.4,152,160,0.8,cooperate,pgg
1306,53,2.4,185,158,0.6,cooperate,pgg
1306,54,2.4,152,160,0.8,cooperate,pgg
1306,54,2.4,185,158,0.6,cooperate,pgg
1306,55,3,237,232,1,cooperate,pgg
1306,55,3,241,234,1,cooperate,pgg
1306,56,0.1,-223,-218,0,defect,pgg
1306,56,0.1,-205,-220,0,defect,pgg
1306,57,2.9,233,217,0.9,cooperate,pgg
1306,57,2.9,208,130,0.6,cooperate,pgg
1306,58,2.1,146,89,0.7,cooperate,pgg
1306,58,2.1,143,170,0.9,cooperate,pgg
1306,59,2.2,119,96,0.8,cooperate,pgg
1306,59,2.2,178,140,0.7,cooperate,pgg
1306,60,1.6,83,72,0.4,defect,pgg
1306,60,1.6,69,86,0.5,cooperate,pgg
1306,61,0.4,-245,-245,0,defect,pgg
1306,61,0.4,-112,-113,0.2,defect,pgg
1306,62,1.8,118,33,0.7,cooperate,pgg
1306,62,1.8,112,95,0.6,cooperate,pgg
1307,1,0.5,-177,-157,0,defect,pgg
1307,1,0.5,-12,27,0.1,defect,pgg
1307,2,1.6,42,35,0.1,defect,pgg
1307,2,1.6,8,5,0.1,defect,pgg
1307,3,1.5,37,25,0.1,defect,pgg
1307,3,1.5,29,16,0.1,defect,pgg
1307,4,1.9,49,42,0.1,defect,pgg
1307,4,1.9,129,9,0.1,defect,pgg
1307,5,2.2,75,71,0.1,defect,pgg
1307,5,2.2,89,97,0.1,defect,pgg
1307,6,2.2,75,71,0.1,defect,pgg
1307,6,2.2,89,97,0.1,defect,pgg
1307,7,2.1,97,16,0.1,defect,pgg
1307,7,2.1,28,47,0.1,defect,pgg
1307,8,2.8,194,71,0.1,defect,pgg
1307,8,2.8,73,117,0.1,defect,pgg
1307,9,2.9,62,114,0.1,defect,pgg
1307,9,2.9,165,36,0.1,defect,pgg
1307,10,1.5,37,25,0.1,defect,pgg
1307,10,1.5,29,16,0.1,defect,pgg
1307,11,2.4,144,20,0.1,defect,pgg
1307,11,2.4,120,18,0.1,defect,pgg
1307,12,2.6,22,122,0.1,defect,pgg
1307,12,2.6,184,9,0.3,defect,pgg
1307,13,1.2,5,14,0.1,defect,pgg
1307,13,1.2,95,26,0.1,defect,pgg
1307,14,2.7,172,47,0.1,defect,pgg
1307,14,2.7,65,8,0.1,defect,pgg
1307,15,0.1,-213,4,0,defect,pgg
1307,15,0.1,-162,-55,0,defect,pgg
1307,16,2.7,172,47,0.1,defect,pgg
1307,16,2.7,65,8,0.1,defect,pgg
1307,17,0.9,38,25,0.1,defect,pgg
1307,17,0.9,-50,-17,0.1,defect,pgg
1307,18,0.2,-133,-126,0,defect,pgg
1307,18,0.2,3,-1,0.1,defect,pgg
1307,19,2.5,182,29,0.1,defect,pgg
1307,19,2.5,81,34,0.1,defect,pgg
1307,20,2,133,0,0.1,defect,pgg
1307,20,2,120,41,0.1,defect,pgg
1307,21,0.1,-213,4,0,defect,pgg
1307,21,0.1,-162,-55,0,defect,pgg
1307,22,2.3,170,33,0.1,defect,pgg
1307,22,2.3,146,52,0.1,defect,pgg
1307,23,2.8,194,71,0.1,defect,pgg
1307,23,2.8,73,117,0.1,defect,pgg
1307,24,0,-174,-84,0,defect,pgg
1307,24,0,-242,1,0,defect,pgg
1307,25,0.3,-60,-22,0.1,defect,pgg
1307,25,0.3,-172,14,0,defect,pgg
1307,26,2.5,182,29,0.1,defect,pgg
1307,26,2.5,81,34,0.1,defect,pgg
1307,27,2.1,97,16,0.1,defect,pgg
1307,27,2.1,28,47,0.1,defect,pgg
1307,28,0.4,-155,-4,0.1,defect,pgg
1307,28,0.4,-101,-6,0.1,defect,pgg
1307,29,1.6,42,35,0.1,defect,pgg
1307,29,1.6,8,5,0.1,defect,pgg
1307,30,1.3,66,14,0.1,defect,pgg
1307,30,1.3,94,16,0.1,defect,pgg
1307,31,2.9,62,114,0.1,defect,pgg
1307,31,2.9,165,36,0.1,defect,pgg
1307,32,2.4,144,20,0.1,defect,pgg
1307,32,2.4,120,18,0.1,defect,pgg
1307,33,0.6,-45,1,0.1,defect,pgg
1307,33,0.6,-153,19,0.1,defect,pgg
1307,34,1.8,101,6,0.1,defect,pgg
1307,34,1.8,147,7,0.1,defect,pgg
1307,35,0.6,-45,1,0.1,defect,pgg
1307,35,0.6,-153,19,0.1,defect,pgg
1307,36,1.4,93,20,0.1,defect,pgg
