sub,trial,partners_contribution,valence,arousal,sub_contribution,sub_contribution_binary,study
1519,59,1.4,204,38,0.7,cooperate,pgg
1519,60,2,205,1,1,cooperate,pgg
1519,60,2,208,204,0.6,cooperate,pgg
1519,61,0.6,-205,-177,0.6,cooperate,pgg
1519,61,0.6,45,0,0.5,cooperate,pgg
1519,62,1.9,178,-149,1,cooperate,pgg
1519,62,1.9,-2,5,1,cooperate,pgg
1520,1,1.1,15,-130,0.3,defect,pgg
1520,1,1.1,29,135,0.5,cooperate,pgg
1520,2,0.8,144,-2,0.5,cooperate,pgg
1520,2,0.8,52,-129,0.2,defect,pgg
1520,3,2.9,91,246,0.9,cooperate,pgg
1520,3,2.9,57,218,0.5,cooperate,pgg
1520,4,3,238,226,1,cooperate,pgg
1520,4,3,244,120,0.9,cooperate,pgg
1520,5,0.7,43,16,0.7,cooperate,pgg
1520,5,0.7,45,-82,0.3,defect,pgg
1520,6,0.2,-206,-209,0.4,defect,pgg
1520,6,0.2,112,-208,0,defect,pgg
1520,7,2.6,245,245,0.6,cooperate,pgg
1520,7,2.6,76,138,0.6,cooperate,pgg
1520,8,2.3,94,128,0.7,cooperate,pgg
1520,8,2.3,63,183,0.7,cooperate,pgg
1520,9,0,-204,-224,0.5,cooperate,pgg
1520,9,0,-163,-205,1,cooperate,pgg
1520,10,2.8,240,248,0.6,cooperate,pgg
1520,10,2.8,28,224,0.9,cooperate,pgg
1520,11,2,90,136,1,cooperate,pgg
1520,11,2,123,239,0.8,cooperate,pgg
1520,12,0.6,23,78,0.6,cooperate,pgg
1520,12,0.6,-197,-233,0.6,cooperate,pgg
1520,13,1.9,84,79,0.5,cooperate,pgg
1520,13,1.9,102,126,0.7,cooperate,pgg
1520,14,2.3,94,128,0.7,cooperate,pgg
1520,14,2.3,63,183,0.7,cooperate,pgg
1520,15,1.7,91,90,0.3,defect,pgg
1520,15,1.7,86,199,0.6,cooperate,pgg
1520,16,2.7,136,221,0.7,cooperate,pgg
1520,16,2.7,226,204,0.5,cooperate,pgg
1520,17,1.8,34,115,0.5,cooperate,pgg
1520,17,1.8,81,130,0.4,defect,pgg
1520,18,1.5,85,164,0.5,cooperate,pgg
1520,18,1.5,249,124,0.5,cooperate,pgg
1520,19,1.4,56,206,0.5,cooperate,pgg
1520,19,1.4,78,51,0.6,cooperate,pgg
1520,20,0.1,-244,-242,0.5,cooperate,pgg
1520,20,0.1,-180,-236,0.5,cooperate,pgg
1520,21,0.7,43,16,0.7,cooperate,pgg
1520,21,0.7,45,-82,0.3,defect,pgg
1520,22,2.1,83,25,0.8,cooperate,pgg
1520,22,2.1,240,138,0.7,cooperate,pgg
1520,23,2.7,136,221,0.7,cooperate,pgg
1520,23,2.7,226,204,0.5,cooperate,pgg
1520,24,1.6,94,74,0.7,cooperate,pgg
1520,24,1.6,156,84,0.6,cooperate,pgg
1520,25,0.9,-36,-5,0.6,cooperate,pgg
1520,25,0.9,28,-19,0.9,cooperate,pgg
1520,26,0.6,23,78,0.6,cooperate,pgg
1520,26,0.6,-197,-233,0.6,cooperate,pgg
1520,27,1.6,94,74,0.7,cooperate,pgg
1520,27,1.6,156,84,0.6,cooperate,pgg
1520,28,0.2,-206,-209,0.4,defect,pgg
1520,28,0.2,112,-208,0,defect,pgg
1520,29,2.2,165,193,0.8,cooperate,pgg
1520,29,2.2,96,234,0.8,cooperate,pgg
1520,30,2.4,250,0,0.6,cooperate,pgg
1520,30,2.4,88,216,0.6,cooperate,pgg
1520,31,2.5,35,193,0.5,cooperate,pgg
1520,31,2.5,97,217,0.5,cooperate,pgg
1520,32,2,90,136,1,cooperate,pgg
1520,32,2,123,239,0.8,cooperate,pgg
1520,33,2.6,245,245,0.6,cooperate,pgg
1520,33,2.6,76,138,0.6,cooperate,pgg
1520,34,1.4,56,206,0.5,cooperate,pgg
1520,34,1.4,78,51,0.6,cooperate,pgg
1520,35,1.3,39,206,0.7,cooperate,pgg
1520,35,1.3,21,33,0.7,cooperate,pgg
1520,36,2.2,165,193,0.8,cooperate,pgg
1520,36,2.2,96,234,0.8,cooperate,pgg
1520,37,0.1,-244,-242,0.5,cooperate,pgg
1520,37,0.1,-180,-236,0.5,cooperate,pgg
1520,38,1.1,15,-130,0.3,defect,pgg
1520,38,1.1,29,135,0.5,cooperate,pgg
1520,39,2.9,91,246,0.9,cooperate,pgg
1520,39,2.9,57,218,0.5,cooperate,pgg
1520,40,1.9,84,79,0.5,cooperate,pgg
1520,40,1.9,102,126,0.7,cooperate,pgg
1520,41,1,103,190,0.7,cooperate,pgg
1520,41,1,84,242,0.7,cooperate,pgg
1520,42,0.9,-36,-5,0.6,cooperate,pgg
1520,42,0.9,28,-19,0.9,cooperate,pgg
1520,43,0,-204,-224,0.5,cooperate,pgg
1520,43,0,-163,-205,1,cooperate,pgg
1520,44,1,103,190,0.7,cooperate,pgg
1520,44,1,84,242,0.7,cooperate,pgg
1520,45,3,238,226,1,cooperate,pgg
1520,45,3,244,120,0.9,cooperate,pgg
1520,46,1.5,85,164,0.5,cooperate,pgg
1520,46,1.5,249,124,0.5,cooperate,pgg
1520,47,0.4,-10,-36,0.5,cooperate,pgg
1520,47,0.4,-64,54,0.6,cooperate,pgg
1520,48,1.8,34,115,0.5,cooperate,pgg
1520,48,1.8,81,130,0.4,defect,pgg
1520,49,1.2,82,152,0.7,cooperate,pgg
1520,49,1.2,57,154,0.6,cooperate,pgg
1520,50,1.2,82,152,0.7,cooperate,pgg
1520,50,1.2,57,154,0.6,cooperate,pgg
1520,51,2.4,250,0,0.6,cooperate,pgg
1520,51,2.4,88,216,0.6,cooperate,pgg
1520,52,1.3,39,206,0.7,cooperate,pgg
1520,52,1.3,21,33,0.7,cooperate,pgg
1520,53,2.1,83,25,0.8,cooperate,pgg
1520,53,2.1,240,138,0.7,cooperate,pgg
1520,54,2.5,35,193,0.5,cooperate,pgg
1520,54,2.5,97,217,0.5,cooperate,pgg
1520,55,0.3,-49,-98,0.5,cooperate,pgg
1520,55,0.3,-117,-63,0.5,cooperate,pgg
1520,56,0.5,28,-54,0.5,cooperate,pgg
1520,56,0.5,43,190,0.7,cooperate,pgg
1520,57,0.3,-49,-98,0.5,cooperate,pgg
1520,57,0.3,-117,-63,0.5,cooperate,pgg
1520,58,2.8,240,248,0.6,cooperate,pgg
1520,58,2.8,28,224,0.9,cooperate,pgg
1520,59,0.4,-10,-36,0.5,cooperate,pgg
1520,59,0.4,-64,54,0.6,cooperate,pgg
1520,60,1.7,91,90,0.3,defect,pgg
1520,60,1.7,86,199,0.6,cooperate,pgg
1520,61,0.5,28,-54,0.5,cooperate,pgg
1520,61,0.5,43,190,0.7,cooperate,pgg
1520,62,0.8,144,-2,0.5,cooperate,pgg
1520,62,0.8,52,-129,0.2,defect,pgg
1521,1,1,-1,38,0.5,cooperate,pgg
1521,1,1,44,40,0.5,cooperate,pgg
1521,2,1.5,166,73,0.5,cooperate,pgg
1521,2,1.5,87,41,0.5,cooperate,pgg
1521,3,1.2,65,39,0.5,cooperate,pgg
1521,3,1.2,53,56,0.5,cooperate,pgg
1521,4,0.7,-60,40,0.5,cooperate,pgg
1521,4,0.7,-40,37,0.5,cooperate,pgg
1521,5,0.4,-123,56,0.5,cooperate,pgg
1521,5,0.4,-128,31,0.5,cooperate,pgg
1521,6,2.1,178,93,0.5,cooperate,pgg
1521,6,2.1,155,47,1,cooperate,pgg
1521,7,0.4,-123,56,0.5,cooperate,pgg
1521,7,0.4,-128,31,0.5,cooperate,pgg
1521,8,2.6,208,63,1,cooperate,pgg
1521,8,2.6,209,74,0.5,cooperate,pgg
1521,9,2.8,219,125,1,cooperate,pgg
1521,9,2.8,203,89,0.5,cooperate,pgg
1521,10,2.5,226,69,1,cooperate,pgg
1521,10,2.5,208,63,0.5,cooperate,pgg
1521,11,1.2,65,39,0.5,cooperate,pgg
1521,11,1.2,53,56,0.5,cooperate,pgg
1521,12,0.1,-209,66,0.5,cooperate,pgg
1521,12,0.1,-174,15,0.5,cooperate,pgg
1521,13,1.6,90,35,0.5,cooperate,pgg
1521,13,1.6,103,36,0.5,cooperate,pgg
1521,14,2.9,233,164,1,cooperate,pgg
1521,14,2.9,211,104,1,cooperate,pgg
1521,15,2.2,222,97,0.5,cooperate,pgg
1521,15,2.2,207,55,1,cooperate,pgg
1521,16,1.4,73,52,0.5,cooperate,pgg
1521,16,1.4,68,46,0.5,cooperate,pgg
1521,17,1.9,124,40,0.5,cooperate,pgg
1521,17,1.9,125,45,0.5,cooperate,pgg
1521,18,0.6,-34,41,0.5,cooperate,pgg
1521,18,0.6,-69,32,0.5,cooperate,pgg
1521,19,2.3,187,47,1,cooperate,pgg
1521,19,2.3,235,81,1,cooperate,pgg
1521,20,1.3,69,49,0.5,cooperate,pgg
1521,20,1.3,50,45,0.5,cooperate,pgg
1521,21,0.9,2,27,0.5,cooperate,pgg
1521,21,0.9,26,36,0.5,cooperate,pgg
1521,22,0,-235,40,0.5,cooperate,pgg
1521,22,0,-232,19,0.5,cooperate,pgg
1521,23,2.4,223,62,1,cooperate,pgg
1521,23,2.4,142,45,1,cooperate,pgg
1521,24,2.6,208,63,1,cooperate,pgg
1521,24,2.6,209,74,0.5,cooperate,pgg
1521,25,0.9,2,27,0.5,cooperate,pgg
1521,25,0.9,26,36,0.5,cooperate,pgg
1521,26,0.3,-164,3,0.5,cooperate,pgg
1521,26,0.3,-152,36,0.5,cooperate,pgg
1521,27,0.2,-196,19,0.5,cooperate,pgg
1521,27,0.2,-154,39,0.5,cooperate,pgg
1521,28,1,-1,38,0.5,cooperate,pgg
1521,28,1,44,40,0.5,cooperate,pgg
1521,29,1.4,73,52,0.5,cooperate,pgg
1521,29,1.4,68,46,0.5,cooperate,pgg
1521,30,2.8,219,125,1,cooperate,pgg
1521,30,2.8,203,89,0.5,cooperate,pgg
1521,31,2.9,233,164,1,cooperate,pgg
1521,31,2.9,211,104,1,cooperate,pgg
1521,32,2,116,32,1,cooperate,pgg
1521,32,2,209,88,1,cooperate,pgg
1521,33,0.5,-64,32,0.5,cooperate,pgg
1521,33,0.5,-51,51,0.5,cooperate,pgg
1521,34,0.7,-60,40,0.5,cooperate,pgg
1521,34,0.7,-40,37,0.5,cooperate,pgg
1521,35,2.3,187,47,1,cooperate,pgg
1521,35,2.3,235,81,1,cooperate,pgg
1521,36,1.1,53,43,0.5,cooperate,pgg
1521,36,1.1,43,38,0.5,cooperate,pgg
1521,37,0.8,8,45,0.5,cooperate,pgg
1521,37,0.8,3,35,0.5,cooperate,pgg
1521,38,2.5,226,69,1,cooperate,pgg
1521,38,2.5,208,63,0.5,cooperate,pgg
1521,39,1.3,69,49,0.5,cooperate,pgg
1521,39,1.3,50,45,0.5,cooperate,pgg
1521,40,2.2,222,97,0.5,cooperate,pgg
1521,40,2.2,207,55,1,cooperate,pgg
1521,41,0.3,-164,3,0.5,cooperate,pgg
1521,41,0.3,-152,36,0.5,cooperate,pgg
1521,42,2.7,225,81,1,cooperate,pgg
1521,42,2.7,229,65,1,cooperate,pgg
1521,43,0.8,8,45,0.5,cooperate,pgg
1521,43,0.8,3,35,0.5,cooperate,pgg
1521,44,0.2,-196,19,0.5,cooperate,pgg
1521,44,0.2,-154,39,0.5,cooperate,pgg
1521,45,2.4,223,62,1,cooperate,pgg
1521,45,2.4,142,45,1,cooperate,pgg
1521,46,0,-235,40,0.5,cooperate,pgg
1521,46,0,-232,19,0.5,cooperate,pgg
1521,47,0.5,-64,32,0.5,cooperate,pgg
1521,47,0.5,-51,51,0.5,cooperate,pgg
1521,48,2.7,225,81,1,cooperate,pgg
1521,48,2.7,229,65,1,cooperate,pgg
1521,49,0.6,-34,41,0.5,cooperate,pgg
1521,49,0.6,-69,32,0.5,cooperate,pgg
1521,50,1.1,53,43,0.5,cooperate,pgg
1521,50,1.1,43,38,0.5,cooperate,pgg
1521,51,1.7,78,36,0.5,cooperate,pgg
1521,51,1.7,87,30,0.5,cooperate,pgg
1521,52,2,116,32,1,cooperate,pgg
1521,52,2,209,88,1,cooperate,pgg
1521,53,3,216,208,1,cooperate,pgg
1521,53,3,232,133,1,cooperate,pgg
1521,54,1.7,78,36,0.5,cooperate,pgg
1521,54,1.7,87,30,0.5,cooperate,pgg
1521,55,1.8,88,40,0.5,cooperate,pgg
1521,55,1.8,58,42,0.5,cooperate,pgg
1521,56,3,216,208,1,cooperate,pgg
1521,56,3,232,133,1,cooperate,pgg
1521,57,1.5,166,73,0.5,cooperate,pgg
1521,57,1.5,87,41,0.5,cooperate,pgg
1521,58,1.6,90,35,0.5,cooperate,pgg
1521,58,1.6,103,36,0.5,cooperate,pgg
1521,59,0.1,-209,66,0.5,cooperate,pgg
1521,59,0.1,-174,15,0.5,cooperate,pgg
1521,60,2.1,178,93,0.5,cooperate,pgg
1521,60,2.1,155,47,1,cooperate,pgg
1521,61,1.8,88,40,0.5,cooperate,pgg
1521,61,1.8,58,42,0.5,cooperate,pgg
1521,62,1.9,124,40,0.5,cooperate,pgg
1521,62,1.9,125,45,0.5,cooperate,pgg
1522,1,2.8,227,170,0.7,cooperate,pgg
1522,1,2.8,235,219,1,cooperate,pgg
1522,2,0.3,-235,-244,0,defect,pgg
1522,2,0.3,-237,-240,0.1,defect,pgg
1522,3,0.1,-217,-228,0,defect,pgg
1522,3,0.1,-224,-232,0,defect,pgg
1522,4,2.1,179,130,0.7,cooperate,pgg
1522,4,2.1,203,184,0.7,cooperate,pgg
1522,5,1.3,-81,20,0.4,defect,pgg
1522,5,1.3,-183,-214,0.4,defect,pgg
1522,6,0.2,-239,-237,0,defect,pgg
1522,6,0.2,-233,-244,0,defect,pgg
1522,7,2.5,203,220,0.8,cooperate,pgg
1522,7,2.5,143,146,0.7,cooperate,pgg
1522,8,2.3,204,131,0.7,cooperate,pgg
1522,8,2.3,186,140,0.7,cooperate,pgg
1522,9,0.7,-173,-149,0.2,defect,pgg
1522,9,0.7,-121,-92,0.2,defect,pgg
1522,10,0.3,-235,-244,0,defect,pgg
1522,10,0.3,-237,-240,0.1,defect,pgg
1522,11,1.6,-69,81,0.5,cooperate,pgg
1522,11,1.6,-47,18,0.4,defect,pgg
1522,12,1.1,-109,38,0.3,defect,pgg
1522,12,1.1,-151,-51,0.3,defect,pgg
1522,13,1.7,-162,36,0.5,cooperate,pgg
1522,13,1.7,-58,17,0.4,defect,pgg
1522,14,2.9,237,239,1,cooperate,pgg
1522,14,2.9,231,230,1,cooperate,pgg
1522,15,0.4,-219,-221,0.1,defect,pgg
1522,15,0.4,-193,-198,0.2,defect,pgg
1522,16,0.5,-225,-180,0.2,defect,pgg
1522,16,0.5,-198,-167,0.2,defect,pgg
1522,17,0.7,-173,-149,0.2,defect,pgg
1522,17,0.7,-121,-92,0.2,defect,pgg
1522,18,2.9,237,239,1,cooperate,pgg
1522,18,2.9,231,230,1,cooperate,pgg
1522,19,1.2,-107,52,0.4,defect,pgg
1522,19,1.2,46,80,0.6,cooperate,pgg
1522,20,0.9,-157,-95,0.3,defect,pgg
1522,20,0.9,-149,42,0.3,defect,pgg
1522,21,0.6,-207,-198,0.2,defect,pgg
1522,21,0.6,-131,-81,0.2,defect,pgg
1522,22,0,-245,-240,0,defect,pgg
1522,22,0,-227,-246,0,defect,pgg
1522,23,2,93,51,0.7,cooperate,pgg
1522,23,2,162,137,0.6,cooperate,pgg
1522,24,3,241,246,1,cooperate,pgg
1522,24,3,239,240,1,cooperate,pgg
1522,25,1.4,-159,-73,0.4,defect,pgg
1522,25,1.4,-151,-98,0.5,cooperate,pgg
1522,26,2.7,239,219,0.9,cooperate,pgg
1522,26,2.7,213,207,0.9,cooperate,pgg
1522,27,2.4,199,182,0.8,cooperate,pgg
1522,27,2.4,185,173,0.8,cooperate,pgg
1522,28,2.6,227,211,0.8,cooperate,pgg
1522,28,2.6,203,166,0.7,cooperate,pgg
1522,29,1.7,-162,36,0.5,cooperate,pgg
1522,29,1.7,-58,17,0.4,defect,pgg
1522,30,1.5,-155,44,0.5,cooperate,pgg
1522,30,1.5,-199,-104,0.5,cooperate,pgg
1522,31,2.2,206,158,0.6,cooperate,pgg
1522,31,2.2,139,106,0.8,cooperate,pgg
1522,32,2.5,203,220,0.8,cooperate,pgg
1522,32,2.5,143,146,0.7,cooperate,pgg
1522,33,1.9,-113,36,0.6,cooperate,pgg
1522,33,1.9,137,6,0.7,cooperate,pgg
1522,34,1.8,-77,46,0.6,cooperate,pgg
1522,34,1.8,-87,50,0.4,defect,pgg
1522,35,1.9,-113,36,0.6,cooperate,pgg
1522,35,1.9,137,6,0.7,cooperate,pgg
1522,36,0,-245,-240,0,defect,pgg
1522,36,0,-227,-246,0,defect,pgg
1522,37,2.7,239,219,0.9,cooperate,pgg
1522,37,2.7,213,207,0.9,cooperate,pgg
1522,38,0.8,-201,-126,0.2,defect,pgg
1522,38,0.8,-211,-146,0.2,defect,pgg
1522,39,3,241,246,1,cooperate,pgg
1522,39,3,239,240,1,cooperate,pgg
1522,40,1.8,-77,46,0.6,cooperate,pgg
1522,40,1.8,-87,50,0.4,defect,pgg
1522,41,2.1,179,130,0.7,cooperate,pgg
1522,41,2.1,203,184,0.7,cooperate,pgg
1522,42,0.5,-225,-180,0.2,defect,pgg
1522,42,0.5,-198,-167,0.2,defect,pgg
1522,43,2.6,227,211,0.8,cooperate,pgg
1522,43,2.6,203,166,0.7,cooperate,pgg
1522,44,2.4,199,182,0.8,cooperate,pgg
1522,44,2.4,185,173,0.8,cooperate,pgg
1522,45,2.8,227,170,0.7,cooperate,pgg
1522,45,2.8,235,219,1,cooperate,pgg
1522,46,1.6,-69,81,0.5,cooperate,pgg
1522,46,1.6,-47,18,0.4,defect,pgg
1522,47,0.9,-157,-95,0.3,defect,pgg
1522,47,0.9,-149,42,0.3,defect,pgg
1522,48,0.8,-201,-126,0.2,defect,pgg
1522,48,0.8,-211,-146,0.2,defect,pgg
1522,49,2.2,206,158,0.6,cooperate,pgg
1522,49,2.2,139,106,0.8,cooperate,pgg
1522,50,0.1,-217,-228,0,defect,pgg
1522,50,0.1,-224,-232,0,defect,pgg
1522,51,2.3,204,131,0.7,cooperate,pgg
1522,51,2.3,186,140,0.7,cooperate,pgg
1522,52,1.2,-107,52,0.4,defect,pgg
1522,52,1.2,46,80,0.6,cooperate,pgg
1522,53,0.6,-207,-198,0.2,defect,pgg
1522,53,0.6,-131,-81,0.2,defect,pgg
1522,54,1.1,-109,38,0.3,defect,pgg
1522,54,1.1,-151,-51,0.3,defect,pgg
1522,55,1.5,-155,44,0.5,cooperate,pgg
1522,55,1.5,-199,-104,0.5,cooperate,pgg
1522,56,0.4,-219,-221,0.1,defect,pgg
1522,56,0.4,-193,-198,0.2,defect,pgg
1522,57,1,-103,-79,0.3,defect,pgg
1522,57,1,-103,-101,0.3,defect,pgg
1522,58,1,-103,-79,0.3,defect,pgg
1522,58,1,-103,-101,0.3,defect,pgg
1522,59,1.3,-81,20,0.4,defect,pgg
1522,59,1.3,-183,-214,0.4,defect,pgg
1522,60,1.4,-159,-73,0.4,defect,pgg
1522,60,1.4,-151,-98,0.5,cooperate,pgg
1522,61,2,93,51,0.7,cooperate,pgg
1522,61,2,162,137,0.6,cooperate,pgg
1522,62,0.2,-239,-237,0,defect,pgg
1522,62,0.2,-233,-244,0,defect,pgg
1523,1,1.8,2,59,0.4,defect,pgg
1523,1,1.8,67,-242,0.5,cooperate,pgg
1523,2,0.5,-87,-3,0.5,cooperate,pgg
1523,2,0.5,92,-248,0.5,cooperate,pgg
1523,3,2.8,202,20,0.7,cooperate,pgg
1523,3,2.8,195,-2,0.7,cooperate,pgg
1523,4,1.5,0,4,0.5,cooperate,pgg
1523,4,1.5,5,119,0.5,cooperate,pgg
1523,5,2.2,69,-2,0.8,cooperate,pgg
1523,5,2.2,64,-4,0.5,cooperate,pgg
1523,6,2.2,69,-2,0.8,cooperate,pgg
1523,6,2.2,64,-4,0.5,cooperate,pgg
1523,7,0.4,-184,-1,0.5,cooperate,pgg
1523,7,0.4,-173,-5,0.5,cooperate,pgg
1523,8,0.4,-184,-1,0.5,cooperate,pgg
1523,8,0.4,-173,-5,0.5,cooperate,pgg
1523,9,0.6,-185,15,0.5,cooperate,pgg
1523,9,0.6,0,-178,0.2,defect,pgg
1523,10,2,196,-1,0.5,cooperate,pgg
1523,10,2,6,150,0.5,cooperate,pgg
1523,11,1.1,65,2,0.5,cooperate,pgg
1523,11,1.1,0,1,0.5,cooperate,pgg
1523,12,2.4,114,-3,0.4,defect,pgg
1523,12,2.4,-2,50,0.6,cooperate,pgg
1523,13,2.6,3,71,0.6,cooperate,pgg
1523,13,2.6,204,-2,0.8,cooperate,pgg
1523,14,1.6,49,-6,0.3,defect,pgg
1523,14,1.6,27,-2,0.5,cooperate,pgg
1523,15,1.4,-1,36,0.6,cooperate,pgg
1523,15,1.4,3,-55,0.7,cooperate,pgg
1523,16,2.4,114,-3,0.4,defect,pgg
1523,16,2.4,-2,50,0.6,cooperate,pgg
1523,17,0.6,-185,15,0.5,cooperate,pgg
1523,17,0.6,0,-178,0.2,defect,pgg
1523,18,1.3,8,41,0.4,defect,pgg
1523,18,1.3,25,4,0.4,defect,pgg
1523,19,0.5,-87,-3,0.5,cooperate,pgg
1523,19,0.5,92,-248,0.5,cooperate,pgg
1523,20,2.8,202,20,0.7,cooperate,pgg
1523,20,2.8,195,-2,0.7,cooperate,pgg
1523,21,1.6,49,-6,0.3,defect,pgg
1523,21,1.6,27,-2,0.5,cooperate,pgg
1523,22,0.1,-2,-197,0.1,defect,pgg
1523,22,0.1,-201,0,0.1,defect,pgg
1523,23,1,0,-1,0.3,defect,pgg
1523,23,1,-3,-6,0.2,defect,pgg
1523,24,1.4,-1,36,0.6,cooperate,pgg
1523,24,1.4,3,-55,0.7,cooperate,pgg
1523,25,2.7,-1,205,0.9,cooperate,pgg
1523,25,2.7,0,155,0.6,cooperate,pgg
1523,26,2.3,121,-2,0.8,cooperate,pgg
1523,26,2.3,172,2,0.6,cooperate,pgg
1523,27,1.3,8,41,0.4,defect,pgg
1523,27,1.3,25,4,0.4,defect,pgg
1523,28,0.7,-34,0,0.6,cooperate,pgg
1523,28,0.7,9,-82,0.2,defect,pgg
1523,29,1,0,-1,0.3,defect,pgg
1523,29,1,-3,-6,0.2,defect,pgg
1523,30,0.2,-2,-188,0.1,defect,pgg
1523,30,0.2,-223,7,0.1,defect,pgg
1523,31,0.3,-2,-204,0.1,defect,pgg
1523,31,0.3,-217,8,0.1,defect,pgg
1523,32,1.7,71,-2,0.4,defect,pgg
1523,32,1.7,85,-1,0.3,defect,pgg
1523,33,1.2,53,-1,0.3,defect,pgg
1523,33,1.2,81,3,0.3,defect,pgg
1523,34,2.5,5,166,0.8,cooperate,pgg
1523,34,2.5,200,-2,0.5,cooperate,pgg
1523,35,0.8,-47,5,0.2,defect,pgg
1523,35,0.8,1,-146,0.5,cooperate,pgg
1523,36,0.8,-47,5,0.2,defect,pgg
1523,36,0.8,1,-146,0.5,cooperate,pgg
1523,37,1.1,65,2,0.5,cooperate,pgg
1523,37,1.1,0,1,0.5,cooperate,pgg
1523,38,0.9,9,37,0.7,cooperate,pgg
1523,38,0.9,3,169,0.7,cooperate,pgg
1523,39,2.1,-145,-4,0.7,cooperate,pgg
1523,39,2.1,5,159,0.6,cooperate,pgg
1523,40,1.9,-3,56,0.4,defect,pgg
1523,40,1.9,152,-1,0.3,defect,pgg
1523,41,2.6,3,71,0.6,cooperate,pgg
1523,41,2.6,204,-2,0.8,cooperate,pgg
1523,42,1.2,53,-1,0.3,defect,pgg
1523,42,1.2,81,3,0.3,defect,pgg
1523,43,0,13,-246,0,defect,pgg
1523,43,0,67,-244,0,defect,pgg
1523,44,2.1,-145,-4,0.7,cooperate,pgg
1523,44,2.1,5,159,0.6,cooperate,pgg
1523,45,3,1,236,1,cooperate,pgg
1523,45,3,6,242,1,cooperate,pgg
1523,46,1.9,-3,56,0.4,defect,pgg
1523,46,1.9,152,-1,0.3,defect,pgg
1523,47,2.9,-4,194,0.9,cooperate,pgg
1523,47,2.9,-11,112,0.9,cooperate,pgg
1523,48,0.7,-34,0,0.6,cooperate,pgg
1523,48,0.7,9,-82,0.2,defect,pgg
1523,49,1.8,2,59,0.4,defect,pgg
1523,49,1.8,67,-242,0.5,cooperate,pgg
1523,50,0.1,-2,-197,0.1,defect,pgg
1523,50,0.1,-201,0,0.1,defect,pgg
1523,51,1.5,0,4,0.5,cooperate,pgg
1523,51,1.5,5,119,0.5,cooperate,pgg
1523,52,0.2,-2,-188,0.1,defect,pgg
1523,52,0.2,-223,7,0.1,defect,pgg
1523,53,0.9,9,37,0.7,cooperate,pgg
1523,53,0.9,3,169,0.7,cooperate,pgg
1523,54,0,13,-246,0,defect,pgg
1523,54,0,67,-244,0,defect,pgg
1523,55,0.3,-2,-204,0.1,defect,pgg
1523,55,0.3,-217,8,0.1,defect,pgg
1523,56,3,1,236,1,cooperate,pgg
1523,56,3,6,242,1,cooperate,pgg
1523,57,2.7,-1,205,0.9,cooperate,pgg
1523,57,2.7,0,155,0.6,cooperate,pgg
1523,58,2,196,-1,0.5,cooperate,pgg
1523,58,2,6,150,0.5,cooperate,pgg
1523,59,2.5,5,166,0.8,cooperate,pgg
1523,59,2.5,200,-2,0.5,cooperate,pgg
1523,60,1.7,71,-2,0.4,defect,pgg
1523,60,1.7,85,-1,0.3,defect,pgg
1523,61,2.3,121,-2,0.8,cooperate,pgg
1523,61,2.3,172,2,0.6,cooperate,pgg
1523,62,2.9,-4,194,0.9,cooperate,pgg
1523,62,2.9,-11,112,0.9,cooperate,pgg
1524,1,2.4,227,202,1,cooperate,pgg
1524,1,2.4,128,150,1,cooperate,pgg
1524,2,0.6,-86,-112,0.5,cooperate,pgg
1524,2,0.6,-54,-54,0.3,defect,pgg
1524,3,2.9,221,237,0.8,cooperate,pgg
1524,3,2.9,219,185,0.9,cooperate,pgg
1524,4,0.3,-182,-159,0.4,defect,pgg
1524,4,0.3,-38,-63,0.4,defect,pgg
1524,5,2.3,190,210,0.8,cooperate,pgg
1524,5,2.3,199,126,1,cooperate,pgg
1524,6,0.4,-65,-56,0.2,defect,pgg
1524,6,0.4,-141,-105,0.3,defect,pgg
1524,7,2.2,220,202,0.9,cooperate,pgg
1524,7,2.2,222,134,1,cooperate,pgg
1524,8,0.9,8,15,0.3,defect,pgg
1524,8,0.9,33,37,0.4,defect,pgg
1524,9,2.8,196,221,0.9,cooperate,pgg
1524,9,2.8,215,195,1,cooperate,pgg
1524,10,0.5,23,35,0.2,defect,pgg
1524,10,0.5,-62,-94,0.3,defect,pgg
1524,11,2.7,221,159,1,cooperate,pgg
1524,11,2.7,232,215,0.9,cooperate,pgg
1524,12,0,-234,-237,0,defect,pgg
1524,12,0,-20,-74,0.1,defect,pgg
1524,13,1.2,87,47,0.7,cooperate,pgg
1524,13,1.2,135,91,0.7,cooperate,pgg
1524,14,0.8,-30,-60,0.3,defect,pgg
1524,14,0.8,-33,-46,0.4,defect,pgg
1524,15,0.9,8,15,0.3,defect,pgg
1524,15,0.9,33,37,0.4,defect,pgg
1524,16,1.7,139,70,0.7,cooperate,pgg
1524,16,1.7,161,43,0.8,cooperate,pgg
1524,17,2,179,132,0.6,cooperate,pgg
1524,17,2,200,176,0.7,cooperate,pgg
1524,18,0.1,-131,-110,0.1,defect,pgg
1524,18,0.1,-116,-134,0.2,defect,pgg
1524,19,1.5,61,82,0.7,cooperate,pgg
1524,19,1.5,142,132,0.6,cooperate,pgg
1524,20,1.9,164,162,0.9,cooperate,pgg
1524,20,1.9,200,130,0.7,cooperate,pgg
1524,21,0.3,-182,-159,0.4,defect,pgg
1524,21,0.3,-38,-63,0.4,defect,pgg
1524,22,2.4,227,202,1,cooperate,pgg
