sub,trial,partner_contribution,valence,arousal,sub_contribution,sub_contribution_binary,study
1216,20,0.6,50,-2,0.3,defect,pd
1216,21,1,238,-2,1,cooperate,pd
1216,22,0.1,-18,-1,0,defect,pd
1217,1,0.9,108,-108,0.7,cooperate,pd
1217,2,0.2,106,37,0.8,cooperate,pd
1217,3,0.2,-49,171,0.6,cooperate,pd
1217,4,0.5,134,46,0.7,cooperate,pd
1217,5,0.7,156,-120,0.6,cooperate,pd
1217,6,0.8,125,-178,0.7,cooperate,pd
1217,7,0.7,-101,-64,0.7,cooperate,pd
1217,8,0,4,115,0.7,cooperate,pd
1217,9,0.5,106,85,0.6,cooperate,pd
1217,10,0.4,102,152,0.8,cooperate,pd
1217,11,0.1,156,121,0.8,cooperate,pd
1217,12,0.6,77,-152,0.7,cooperate,pd
1217,13,0.1,101,-137,0.8,cooperate,pd
1217,14,0,163,-36,0.7,cooperate,pd
1217,15,1,124,-42,0.6,cooperate,pd
1217,16,0.3,93,153,0.8,cooperate,pd
1217,17,0.3,90,-131,0.8,cooperate,pd
1217,18,0.8,116,-52,0.8,cooperate,pd
1217,19,0.9,136,-55,0.8,cooperate,pd
1217,20,0.4,80,91,0.8,cooperate,pd
1217,21,0.6,90,112,0.8,cooperate,pd
1217,22,1,133,165,0.6,cooperate,pd
1218,1,0.3,-220,-237,0.3,defect,pd
1218,2,0,-248,-249,0,defect,pd
1218,3,0.5,88,-3,0.5,cooperate,pd
1218,4,0,-244,-246,0,defect,pd
1218,5,0.9,237,53,0.9,cooperate,pd
1218,6,0.1,-224,-236,0.1,defect,pd
1218,7,1,238,154,1,cooperate,pd
1218,8,0.8,222,81,0.8,cooperate,pd
1218,9,0.4,-144,-1,0.3,defect,pd
1218,10,0.6,119,1,0.6,cooperate,pd
1218,11,0.2,-238,-1,0.2,defect,pd
1218,12,0.2,-240,2,0.2,defect,pd
1218,13,0.1,-240,3,0.1,defect,pd
1218,14,0.9,245,2,0.9,cooperate,pd
1218,15,0.5,-236,-2,0.5,cooperate,pd
1218,16,1,244,143,1,cooperate,pd
1218,17,0.7,176,-4,0.7,cooperate,pd
1218,18,0.6,28,-4,0.6,cooperate,pd
1218,19,0.4,-94,4,0.4,defect,pd
1218,20,0.7,108,-2,0.7,cooperate,pd
1218,21,0.3,-244,-2,0.3,defect,pd
1218,22,0.8,162,3,0.8,cooperate,pd
1220,1,0.5,159,177,0.3,defect,pd
1220,2,0.4,131,176,0.3,defect,pd
1220,3,0,-171,133,0.3,defect,pd
1220,4,0.3,137,171,0.3,defect,pd
1220,5,0.2,-99,141,0.3,defect,pd
1220,6,0.6,191,218,0.3,defect,pd
1220,7,0.1,-107,68,0.3,defect,pd
1220,8,0.6,220,190,0.3,defect,pd
1220,9,0.9,242,230,0.3,defect,pd
1220,10,0.8,188,207,0.3,defect,pd
1220,11,0.4,73,103,0.3,defect,pd
1220,12,0.7,203,192,0.3,defect,pd
1220,13,0.8,226,224,0.3,defect,pd
1220,14,1,235,224,0.3,defect,pd
1220,15,0,-208,12,0.3,defect,pd
1220,16,1,226,218,0.3,defect,pd
1220,17,0.2,-178,169,0.3,defect,pd
1220,18,0.3,61,109,0.3,defect,pd
1220,19,0.9,183,193,0.3,defect,pd
1220,20,0.7,172,173,0.3,defect,pd
1220,21,0.1,-134,33,0.3,defect,pd
1220,22,0.5,152,119,0.3,defect,pd
1221,1,0.9,210,201,1,cooperate,pd
1221,2,0.9,231,226,1,cooperate,pd
1221,3,0.7,208,162,1,cooperate,pd
1221,4,0,-188,-222,1,cooperate,pd
1221,5,0.8,188,194,1,cooperate,pd
1221,6,0.1,-222,-224,1,cooperate,pd
1221,7,0.5,186,103,1,cooperate,pd
1221,8,0.8,177,185,1,cooperate,pd
1221,9,0.7,146,148,1,cooperate,pd
1221,10,0.3,-194,-129,1,cooperate,pd
1221,11,0.6,123,107,1,cooperate,pd
1221,12,0.4,-173,-65,1,cooperate,pd
1221,13,0.5,95,52,1,cooperate,pd
1221,14,0.2,-229,-215,1,cooperate,pd
1221,15,0.2,-224,-229,1,cooperate,pd
1221,16,1,244,237,1,cooperate,pd
1221,17,0.6,87,66,1,cooperate,pd
1221,18,0.4,-98,-69,1,cooperate,pd
1221,19,0,-240,-231,1,cooperate,pd
1221,20,0.3,-166,-97,1,cooperate,pd
1221,21,1,242,238,1,cooperate,pd
1221,22,0.1,-202,-228,1,cooperate,pd
1222,1,0.3,46,1,0,defect,pd
1222,2,0.1,4,0,0,defect,pd
1222,3,0.6,117,78,0,defect,pd
1222,4,0.6,103,85,0,defect,pd
1222,5,0.7,146,139,0,defect,pd
1222,6,0.3,13,10,0,defect,pd
1222,7,0.2,9,13,0,defect,pd
1222,8,0.4,61,60,0,defect,pd
1222,9,0.5,70,75,0,defect,pd
1222,10,0,2,3,0,defect,pd
1222,11,0.2,5,0,0,defect,pd
1222,12,0.5,48,76,0,defect,pd
1222,13,0.4,42,37,0,defect,pd
1222,14,0.9,150,102,0,defect,pd
1222,15,0.1,3,-1,0,defect,pd
1222,16,0.8,167,129,0,defect,pd
1222,17,0.7,122,104,0,defect,pd
1222,18,0.9,158,121,0,defect,pd
1222,19,0.8,163,131,0,defect,pd
1222,20,1,220,166,0,defect,pd
1222,21,1,218,134,0,defect,pd
1222,22,0,3,-3,0,defect,pd
1225,1,0.5,-47,79,0.8,cooperate,pd
1225,2,0.5,74,48,0.9,cooperate,pd
1225,3,0.9,36,13,0.9,cooperate,pd
1225,4,0.7,207,1,1,cooperate,pd
1225,5,0.1,44,3,0.8,cooperate,pd
1225,6,0.7,151,42,0.8,cooperate,pd
1225,7,0.6,30,-200,0.7,cooperate,pd
1225,8,1,26,-202,0.8,cooperate,pd
1225,9,0.8,25,-179,0.8,cooperate,pd
1225,10,0.2,57,-90,0.9,cooperate,pd
1225,11,0.3,83,-48,0.9,cooperate,pd
1225,12,0.3,-35,-121,0.8,cooperate,pd
1225,13,0.4,15,-126,0.9,cooperate,pd
1225,14,0.4,74,-156,0.9,cooperate,pd
1225,15,0,-12,-127,0.7,cooperate,pd
1225,16,0.9,-15,-66,0.9,cooperate,pd
1225,17,0.2,-13,-177,0.9,cooperate,pd
1225,18,0.1,-81,-152,0.8,cooperate,pd
1225,19,1,-133,-192,0.8,cooperate,pd
1225,20,0,-70,-81,0.9,cooperate,pd
1225,21,0.8,-188,-173,0.9,cooperate,pd
1225,22,0.6,-126,-164,0.9,cooperate,pd
1229,1,0.7,155,51,0.5,cooperate,pd
1229,2,0.1,-188,-4,0.5,cooperate,pd
1229,3,0.9,226,227,0.5,cooperate,pd
1229,4,0.6,38,106,0.5,cooperate,pd
1229,5,0.2,1,0,1,cooperate,pd
1229,6,0.4,10,23,1,cooperate,pd
1229,7,1,241,247,1,cooperate,pd
1229,8,0.5,76,59,0.5,cooperate,pd
1229,9,0.4,40,24,0.5,cooperate,pd
1229,10,0,-241,-244,1,cooperate,pd
1229,11,0.9,214,231,1,cooperate,pd
1229,12,0.6,89,61,1,cooperate,pd
1229,13,1,243,241,1,cooperate,pd
1229,14,0.5,-2,6,1,cooperate,pd
1229,15,0.8,167,176,1,cooperate,pd
1229,16,0.3,-2,3,1,cooperate,pd
1229,17,0.8,143,184,0.5,cooperate,pd
1229,18,0.3,-39,-57,1,cooperate,pd
1229,19,0.7,117,141,1,cooperate,pd
1229,20,0,-246,-241,1,cooperate,pd
1229,21,0.2,-94,-67,1,cooperate,pd
1229,22,0.1,-150,-137,1,cooperate,pd
1232,1,0.3,179,72,0.3,defect,pd
1232,2,0,-239,1,0,defect,pd
1232,3,0.2,219,67,0.2,defect,pd
1232,4,0.3,193,136,0.3,defect,pd
1232,5,0,-231,182,0,defect,pd
1232,6,0.4,210,72,0.4,defect,pd
1232,7,0.9,206,228,0.9,cooperate,pd
1232,8,0.7,104,192,0.3,defect,pd
1232,9,0.9,241,242,0.9,cooperate,pd
1232,10,0.5,184,1,0.5,cooperate,pd
1232,11,0.7,147,167,0.5,cooperate,pd
1232,12,1,237,243,0.5,cooperate,pd
1232,13,0.1,49,1,0.1,defect,pd
1232,14,0.4,177,55,0.2,defect,pd
1232,15,0.2,0,32,0,defect,pd
1232,16,0.8,223,242,0.3,defect,pd
1232,17,0.6,164,118,0.3,defect,pd
1232,18,0.6,220,117,0.2,defect,pd
1232,19,1,237,236,0.3,defect,pd
1232,20,0.1,1,1,0,defect,pd
1232,21,0.8,177,205,0.1,defect,pd
1232,22,0.5,175,40,0.5,cooperate,pd
1233,1,0.8,176,-1,1,cooperate,pd
1233,2,0.6,46,0,1,cooperate,pd
1233,3,0,-228,-2,0.5,cooperate,pd
1233,4,0.9,229,-4,1,cooperate,pd
1233,5,0.3,-164,2,0.5,cooperate,pd
1233,6,0.2,-203,4,0.5,cooperate,pd
1233,7,0.1,-210,-4,0.2,defect,pd
1233,8,0.5,42,2,0.5,cooperate,pd
1233,9,0,-239,-2,0,defect,pd
1233,10,0.8,172,-2,1,cooperate,pd
1233,11,0.4,-114,-4,0.5,cooperate,pd
1233,12,0.6,84,2,0.5,cooperate,pd
1233,13,0.7,178,1,1,cooperate,pd
1233,14,0.9,213,-1,0.9,cooperate,pd
1233,15,0.3,-161,-5,0,defect,pd
1233,16,0.1,-207,-5,0,defect,pd
1233,17,0.2,-177,-4,0.1,defect,pd
1233,18,1,240,-5,1,cooperate,pd
1233,19,1,241,-4,1,cooperate,pd
1233,20,0.7,154,1,0.7,cooperate,pd
1233,21,0.5,3,32,0.5,cooperate,pd
1233,22,0.4,-105,5,0.2,defect,pd
1235,1,0.7,65,-1,0,defect,pd
1235,2,0.8,175,1,0,defect,pd
1235,3,0.6,22,-1,0,defect,pd
1235,4,0.6,4,-1,0,defect,pd
1235,5,0.9,200,2,0,defect,pd
1235,6,0.7,136,3,0,defect,pd
1235,7,0.3,-90,-3,0,defect,pd
1235,8,1,226,-2,0,defect,pd
1235,9,0.2,-130,-1,0,defect,pd
1235,10,0.9,204,-2,0,defect,pd
1235,11,0,-198,-4,0,defect,pd
1235,12,0.3,-101,-3,0,defect,pd
1235,13,0.5,44,1,0,defect,pd
1235,14,0.4,33,-4,0,defect,pd
1235,15,0.4,43,-2,0,defect,pd
1235,16,0.1,-101,-6,0,defect,pd
1235,17,0.2,-90,4,0,defect,pd
1235,18,1,218,0,0,defect,pd
1235,19,0.8,75,1,0,defect,pd
1235,20,0.1,-89,-4,0,defect,pd
1235,21,0.5,30,2,0,defect,pd
1235,22,0,-179,2,0,defect,pd
1236,1,0.2,-19,13,0,defect,pd
1236,2,0.7,218,126,1,cooperate,pd
1236,3,0.8,118,196,1,cooperate,pd
1236,4,0.6,12,10,1,cooperate,pd
1236,5,0.3,-48,-41,0.3,defect,pd
1236,6,0.4,24,14,1,cooperate,pd
1236,7,0.5,14,5,1,cooperate,pd
1236,8,0,-219,108,0,defect,pd
1236,9,0.9,235,213,1,cooperate,pd
1236,10,1,234,241,1,cooperate,pd
1236,11,0.1,-48,-59,0,defect,pd
1236,12,0.1,-208,-172,0,defect,pd
1236,13,1,207,228,1,cooperate,pd
1236,14,0.8,150,141,1,cooperate,pd
1236,15,0.2,16,21,0,defect,pd
1236,16,0.6,79,52,1,cooperate,pd
1236,17,0.7,158,139,1,cooperate,pd
1236,18,0.5,43,62,1,cooperate,pd
1236,19,0.3,8,10,1,cooperate,pd
1236,20,0.4,103,-52,0.9,cooperate,pd
1236,21,0.9,135,191,1,cooperate,pd
1236,22,0,-229,-235,0,defect,pd
1238,1,0.2,62,-51,0.8,cooperate,pd
1238,2,0.2,-4,3,0.8,cooperate,pd
1238,3,0.6,8,-18,0.9,cooperate,pd
1238,4,0.5,153,-4,0.8,cooperate,pd
1238,5,0.3,8,2,0.9,cooperate,pd
1238,6,0,191,-14,0.8,cooperate,pd
1238,7,0.4,7,-2,0.9,cooperate,pd
1238,8,0.1,13,3,0.8,cooperate,pd
1238,9,0.7,134,1,0.9,cooperate,pd
1238,10,0.3,8,6,0.9,cooperate,pd
1238,11,0.1,137,1,0.9,cooperate,pd
1238,12,1,131,-1,0.9,cooperate,pd
1238,13,0.6,2,-2,0.8,cooperate,pd
1238,14,0.5,64,-3,0.9,cooperate,pd
1238,15,0.9,97,2,0.8,cooperate,pd
1238,16,0.7,123,-1,0.9,cooperate,pd
1238,17,0.8,116,3,0.8,cooperate,pd
1238,18,1,166,0,0.8,cooperate,pd
1238,19,0,165,-5,0.8,cooperate,pd
1238,20,0.9,107,2,0.9,cooperate,pd
1238,21,0.4,52,1,0.9,cooperate,pd
1238,22,0.8,10,0,0.8,cooperate,pd
1239,1,0.1,-22,24,0,defect,pd
1239,2,0.8,222,150,0,defect,pd
1239,3,0.8,190,172,0,defect,pd
1239,4,0.7,162,121,0,defect,pd
1239,5,0.5,66,81,0,defect,pd
1239,6,0.6,95,87,0,defect,pd
1239,7,0.9,223,207,0,defect,pd
1239,8,0.6,83,75,0,defect,pd
1239,9,0.7,135,116,0,defect,pd
1239,10,0,-227,-64,0,defect,pd
1239,11,0.4,59,49,0,defect,pd
1239,12,0.2,-11,12,0,defect,pd
1239,13,0.3,9,14,0,defect,pd
1239,14,0.1,-61,33,0,defect,pd
1239,15,0.3,34,18,0,defect,pd
1239,16,1,237,236,0,defect,pd
1239,17,0.9,204,188,0,defect,pd
1239,18,1,244,237,0,defect,pd
1239,19,0.4,53,31,0,defect,pd
1239,20,0.2,6,8,0,defect,pd
1239,21,0.5,40,28,0,defect,pd
1239,22,0,-222,-31,0,defect,pd
1243,1,0.5,130,38,0,defect,pd
1243,2,0.1,-203,123,0,defect,pd
1243,3,0.4,36,-38,0,defect,pd
1243,4,0.3,23,-87,0,defect,pd
1243,5,0.7,128,112,0.7,cooperate,pd
1243,6,0.5,107,15,0,defect,pd
1243,7,0.7,189,141,0.7,cooperate,pd
1243,8,0.8,206,123,0.7,cooperate,pd
1243,9,0.2,-25,-136,0,defect,pd
1243,10,0.9,221,219,0.7,cooperate,pd
1243,11,0.3,3,0,0,defect,pd
1243,12,0.2,-10,-16,0,defect,pd
1243,13,0.4,-15,-17,0,defect,pd
1243,14,0,-190,198,0,defect,pd
1243,15,0,-213,203,0,defect,pd
1243,16,1,232,226,1,cooperate,pd
1243,17,0.6,210,85,0,defect,pd
1243,18,0.6,196,110,0.6,cooperate,pd
1243,19,1,218,221,1,cooperate,pd
1243,20,0.1,-117,62,0,defect,pd
1243,21,0.9,180,199,0.9,cooperate,pd
1243,22,0.8,200,174,0.8,cooperate,pd
1245,1,0.3,-85,-3,0.5,cooperate,pd
1245,2,0.5,111,0,0.5,cooperate,pd
1245,3,0.8,158,200,0.8,cooperate,pd
1245,4,0.1,-189,-4,0.1,defect,pd
1245,5,0.9,7,220,0.9,cooperate,pd
1245,6,0,-204,-9,0,defect,pd
1245,7,0,-215,2,0,defect,pd
1245,8,0.1,-207,-7,0,defect,pd
1245,9,0.6,71,83,0.6,cooperate,pd
1245,10,0.3,-17,-1,0.3,defect,pd
1245,11,0.5,77,-4,0.5,cooperate,pd
1245,12,0.7,200,-2,0.7,cooperate,pd
1245,13,0.4,86,-4,0.4,defect,pd
1245,14,0.8,7,192,0.8,cooperate,pd
1245,15,0.4,32,-11,0.4,defect,pd
1245,16,1,-4,229,1,cooperate,pd
1245,17,0.2,-66,-46,0.2,defect,pd
1245,18,0.7,126,118,0.7,cooperate,pd
1245,19,0.9,15,197,0.9,cooperate,pd
1245,20,0.2,-138,-24,0.2,defect,pd
1245,21,1,7,233,1,cooperate,pd
1245,22,0.6,159,6,0.6,cooperate,pd
1247,1,0.4,189,0,0.5,cooperate,pd
1247,2,0.7,199,40,0.7,cooperate,pd
1247,3,0.8,226,0,0.9,cooperate,pd
1247,4,0.7,126,26,0.7,cooperate,pd
1247,5,0,-222,-4,1,cooperate,pd
1247,6,0.5,54,26,0.8,cooperate,pd
1247,7,0.5,54,14,0.8,cooperate,pd
1247,8,0.6,39,-28,0.7,cooperate,pd
1247,9,1,225,23,0.9,cooperate,pd
1247,10,0.8,186,-193,0.8,cooperate,pd
1247,11,0.4,39,10,0.7,cooperate,pd
1247,12,0,-47,23,0.7,cooperate,pd
1247,13,0.9,204,-150,0.8,cooperate,pd
1247,14,1,154,-16,0.8,cooperate,pd
1247,15,0.9,156,-68,0.8,cooperate,pd
1247,16,0.2,-112,30,0.9,cooperate,pd
1247,17,0.6,96,-42,0.6,cooperate,pd
1247,18,0.3,78,24,0.7,cooperate,pd
1247,19,0.1,-202,2,0.8,cooperate,pd
1247,20,0.1,-214,-14,0.8,cooperate,pd
1247,21,0.3,-46,18,0.7,cooperate,pd
1247,22,0.2,156,54,0.8,cooperate,pd
1249,1,0.5,159,72,0.5,cooperate,pd
1249,2,0.7,149,136,0.7,cooperate,pd
1249,3,0.3,-45,-42,0.3,defect,pd
1249,4,0.3,-100,-82,0.3,defect,pd
1249,5,0,-188,54,0,defect,pd
1249,6,0.9,209,189,0.9,cooperate,pd
1249,7,0.4,122,115,0.4,defect,pd
1249,8,0.7,103,220,0.7,cooperate,pd
1249,9,0.1,-18,26,0.1,defect,pd
1249,10,0.1,-188,104,0.1,defect,pd
1249,11,0.2,-1,24,0.2,defect,pd
1249,12,0.8,181,227,0.8,cooperate,pd
1249,13,1,237,237,1,cooperate,pd
1249,14,1,214,241,1,cooperate,pd
1249,15,0,-218,210,0,defect,pd
1249,16,0.5,157,159,0.5,cooperate,pd
1249,17,0.2,-198,107,0.6,cooperate,pd
1249,18,0.6,129,138,0.6,cooperate,pd
1249,19,0.9,243,241,0.9,cooperate,pd
1249,20,0.4,163,160,0.4,defect,pd
1249,21,0.8,152,178,0.8,cooperate,pd
1249,22,0.6,143,148,0.6,cooperate,pd
1250,1,0,-74,-23,0.7,cooperate,pd
1250,2,0.4,53,-123,0.5,cooperate,pd
1250,3,0.3,-47,94,0.4,defect,pd
1250,4,0.2,-113,-90,0.5,cooperate,pd
1250,5,0.6,33,55,0.6,cooperate,pd
1250,6,0.7,104,142,0.6,cooperate,pd
1250,7,0.9,35,202,1,cooperate,pd
1250,8,0.7,17,107,0.7,cooperate,pd
1250,9,0.2,-54,-76,0,defect,pd
1250,10,0.8,17,210,1,cooperate,pd
1250,11,0.4,-18,-38,0.4,defect,pd
1250,12,0.1,-27,-164,0.4,defect,pd
1250,13,0.6,27,-34,0.3,defect,pd
1250,14,1,26,224,1,cooperate,pd
1250,15,1,27,211,1,cooperate,pd
1250,16,0.3,-28,-207,0.1,defect,pd
1250,17,0.1,-30,-207,0,defect,pd
1250,18,0.8,54,53,0.8,cooperate,pd
1250,19,0.5,-33,-138,0.3,defect,pd
1250,20,0,-248,-248,0,defect,pd
1250,21,0.9,81,70,0.2,defect,pd
1250,22,0.5,-142,-69,0.6,cooperate,pd
1251,1,0.7,198,63,0.7,cooperate,pd
1251,2,0.9,232,2,0.9,cooperate,pd
1251,3,0.8,176,1,0.8,cooperate,pd
1251,4,0.1,-234,2,0,defect,pd
1251,5,0.4,0,6,0,defect,pd
1251,6,0.3,-158,2,0,defect,pd
1251,7,0.5,0,-2,0.5,cooperate,pd
1251,8,0.2,-80,1,0,defect,pd
1251,9,0.6,72,-2,0.6,cooperate,pd
1251,10,0.9,237,-1,1,cooperate,pd
1251,11,0,-243,2,0,defect,pd
1251,12,0,-235,1,0,defect,pd
1251,13,0.1,-217,-1,0,defect,pd
1251,14,0.7,143,3,0.7,cooperate,pd
1251,15,0.8,222,4,1,cooperate,pd
1251,16,0.4,-75,2,1,cooperate,pd
1251,17,0.6,96,3,0.6,cooperate,pd
1251,18,1,241,-1,1,cooperate,pd
1251,19,0.2,-212,3,0,defect,pd
1251,20,1,240,-3,1,cooperate,pd
1251,21,0.3,-158,1,1,cooperate,pd
1251,22,0.5,2,1,1,cooperate,pd
1252,1,0.6,67,59,0.6,cooperate,pd
1252,2,0.8,177,94,0.6,cooperate,pd
1252,3,0.7,6,122,0.5,cooperate,pd
1252,4,0.9,83,130,0.5,cooperate,pd
1252,5,1,0,210,0.5,cooperate,pd
1252,6,0.1,4,-112,0,defect,pd
1252,7,0.1,-62,-134,0,defect,pd
1252,8,0.4,41,94,0.4,defect,pd
1252,9,0.2,-83,-156,0.1,defect,pd
1252,10,0.5,88,43,0.4,defect,pd
1252,11,0.8,64,120,0.5,cooperate,pd
1252,12,0.4,39,41,0.3,defect,pd
1252,13,0.5,26,58,0.5,cooperate,pd
1252,14,0.7,119,115,0.3,defect,pd
1252,15,0.9,37,133,0.4,defect,pd
1252,16,0.2,-120,-68,0.1,defect,pd
1252,17,0.3,45,75,0.2,defect,pd
1252,18,0.3,-109,-48,0.2,defect,pd
1252,19,0,-175,-220,0,defect,pd
1252,20,0.6,25,67,0.5,cooperate,pd
1252,21,1,121,148,0.5,cooperate,pd
1252,22,0,-184,-154,0,defect,pd
1253,1,0.7,122,63,0.7,cooperate,pd
1253,2,1,220,226,1,cooperate,pd
1253,3,0,-218,226,0,defect,pd
1253,4,0.7,177,77,0.7,cooperate,pd
1253,5,0.6,45,36,0.6,cooperate,pd
1253,6,0.1,-213,-217,0,defect,pd
1253,7,0.2,-207,111,0,defect,pd
1253,8,0.4,-21,5,0.7,cooperate,pd
1253,9,0.1,-247,245,0,defect,pd
1253,10,1,238,238,1,cooperate,pd
1253,11,0.8,209,118,0.8,cooperate,pd
1253,12,0.3,-135,-26,0,defect,pd
1253,13,0.8,163,30,0.8,cooperate,pd
1253,14,0,-244,240,0,defect,pd
1253,15,0.3,-109,0,0.3,defect,pd
1253,16,0.9,232,175,0.9,cooperate,pd
1253,17,0.5,-4,2,0.5,cooperate,pd
1253,18,0.6,-24,2,0.6,cooperate,pd
1253,19,0.2,-183,42,0,defect,pd
1253,20,0.9,230,101,0.9,cooperate,pd
1253,21,0.4,-45,14,0.4,defect,pd
1253,22,0.5,0,-1,0.5,cooperate,pd
1255,1,0,-193,73,0.3,defect,pd
1255,2,0.4,148,2,0.5,cooperate,pd
1255,3,0.4,83,-2,0.5,cooperate,pd
1255,4,0.5,140,72,0.6,cooperate,pd
1255,5,0.5,155,42,0.5,cooperate,pd
1255,6,0.1,-20,-3,0.3,defect,pd
1255,7,0.3,41,-2,0.3,defect,pd
1255,8,0.8,162,117,0.7,cooperate,pd
1255,9,0,-151,12,0.3,defect,pd
1255,10,0.9,171,69,0.5,cooperate,pd
1255,11,1,211,123,0.9,cooperate,pd
1255,12,1,188,133,0.7,cooperate,pd
1255,13,0.7,139,100,0.5,cooperate,pd
1255,14,0.1,-152,6,0.2,defect,pd
1255,15,0.2,122,10,0.4,defect,pd
1255,16,0.7,159,27,0.7,cooperate,pd
1255,17,0.3,51,-5,0.2,defect,pd
1255,18,0.8,165,60,0.8,cooperate,pd
1255,19,0.9,214,177,0.8,cooperate,pd
1255,20,0.6,133,4,0.6,cooperate,pd
1255,21,0.2,10,-1,0.4,defect,pd
1255,22,0.6,118,-1,0.6,cooperate,pd
1256,1,0.7,102,101,0.7,cooperate,pd
1256,2,0.1,185,127,0.6,cooperate,pd
1256,3,0.1,95,100,0.1,defect,pd
1256,4,0.5,67,-121,0.5,cooperate,pd
1256,5,0,86,-128,0.4,defect,pd
1256,6,0.9,129,-45,0.5,cooperate,pd
1256,7,0.8,172,116,0,defect,pd
1256,8,0.8,-177,-158,0,defect,pd
1256,9,0.4,-76,-67,0.3,defect,pd
1256,10,0.6,52,-78,0,defect,pd
1256,11,0,-120,93,0,defect,pd
1256,12,0.7,-120,122,0,defect,pd
1256,13,0.2,-72,-26,0,defect,pd
1256,14,0.4,-164,203,0,defect,pd
1256,15,1,-164,203,0.1,defect,pd
1256,16,1,45,168,0.2,defect,pd
1256,17,0.3,45,168,0.2,defect,pd
1256,18,0.9,-157,173,0.2,defect,pd
1256,19,0.6,-148,142,0,defect,pd
1256,20,0.2,122,187,0.2,defect,pd
1256,21,0.5,-122,122,0,defect,pd
1256,22,0.3,5,213,0,defect,pd
1257,1,0.8,134,-3,1,cooperate,pd
1257,2,0.4,32,-1,1,cooperate,pd
1257,3,0.1,-113,-35,1,cooperate,pd
1257,4,0.1,-111,-105,1,cooperate,pd
1257,5,0,-185,-222,1,cooperate,pd
1257,6,0.5,83,83,1,cooperate,pd
1257,7,0.9,124,122,1,cooperate,pd
1257,8,1,153,182,1,cooperate,pd
1257,9,0.5,76,59,1,cooperate,pd
1257,10,0.3,25,25,1,cooperate,pd
1257,11,0.7,143,150,0.8,cooperate,pd
1257,12,0.6,83,63,0.7,cooperate,pd
1257,13,0.8,146,133,1,cooperate,pd
1257,14,0.2,25,16,1,cooperate,pd
1257,15,0.6,144,101,1,cooperate,pd
1257,16,0.7,134,130,1,cooperate,pd
1257,17,1,207,217,1,cooperate,pd
1257,18,0.4,100,97,1,cooperate,pd
1257,19,0.9,170,189,1,cooperate,pd
1257,20,0.3,93,80,1,cooperate,pd
1257,21,0,-118,-109,1,cooperate,pd
1257,22,0.2,11,7,1,cooperate,pd
1258,1,0,-147,16,0,defect,pd
1258,2,0.4,50,-15,0.4,defect,pd
1258,3,1,215,107,1,cooperate,pd
1258,4,0.2,-85,-17,0.2,defect,pd
1258,5,0.4,-45,-74,0.4,defect,pd
1258,6,0.8,114,115,0.8,cooperate,pd
1258,7,0.9,200,107,0.9,cooperate,pd
1258,8,0.1,-106,-2,0.1,defect,pd
1258,9,0,-185,91,0,defect,pd
1258,10,0.6,-1,-23,0.6,cooperate,pd
1258,11,0.7,196,77,0.7,cooperate,pd
1258,12,1,202,8,1,cooperate,pd
1258,13,0.5,58,116,0.5,cooperate,pd
1258,14,0.5,106,48,0.5,cooperate,pd
1258,15,0.8,119,169,0.8,cooperate,pd
1258,16,0.7,88,35,0.7,cooperate,pd
1258,17,0.6,73,0,0.6,cooperate,pd
1258,18,0.2,-38,-2,0.2,defect,pd
1258,19,0.9,167,133,0.9,cooperate,pd
1258,20,0.3,-14,-31,0.3,defect,pd
1258,21,0.1,-166,176,0.1,defect,pd
1258,22,0.3,-35,-15,0.3,defect,pd
1260,1,1,185,3,1,cooperate,pd
1260,2,0.9,47,0,0.9,cooperate,pd
1260,3,0.4,-111,-4,0,defect,pd
1260,4,0.3,-56,0,0,defect,pd
1260,5,0.4,-53,-2,0,defect,pd
1260,6,0.2,-75,0,0,defect,pd
1260,7,0.5,-1,1,0.5,cooperate,pd
1260,8,0.2,-34,2,0,defect,pd
1260,9,0.1,-118,0,0,defect,pd
1260,10,0.7,101,-1,0.7,cooperate,pd
1260,11,0.7,126,0,0.7,cooperate,pd
1260,12,0.8,142,3,0.8,cooperate,pd
1260,13,0,-148,-3,0,defect,pd
1260,14,0.5,0,-2,0.5,cooperate,pd
1260,15,0,-74,3,0,defect,pd
1260,16,0.6,77,1,0,defect,pd
1260,17,1,200,2,1,cooperate,pd
1260,18,0.6,130,0,0.6,cooperate,pd
1260,19,0.9,146,0,0.8,cooperate,pd
1260,20,0.8,155,4,0.8,cooperate,pd
1260,21,0.1,-77,-13,0,defect,pd
1260,22,0.3,-43,1,0,defect,pd
1261,1,0.3,-189,-222,0.8,cooperate,pd
1261,2,0.3,-201,-191,0.4,defect,pd
1261,3,1,141,190,1,cooperate,pd
1261,4,0.5,19,18,0.5,cooperate,pd
1261,5,1,155,177,1,cooperate,pd
1261,6,0.9,101,199,1,cooperate,pd
1261,7,0.6,83,57,1,cooperate,pd
1261,8,0.8,232,93,0.8,cooperate,pd
1261,9,0.6,192,95,0.8,cooperate,pd
1261,10,0.8,212,178,0.8,cooperate,pd
1261,11,0.9,232,139,1,cooperate,pd
1261,12,0.4,-111,-210,0.6,cooperate,pd
1261,13,0.7,85,60,1,cooperate,pd
1261,14,0.4,31,35,1,cooperate,pd
1261,15,0.7,108,52,1,cooperate,pd
1261,16,0.1,-222,49,1,cooperate,pd
1261,17,0.1,-240,37,1,cooperate,pd
