sub,trial,partner_contribution,valence,arousal,sub_contribution,sub_contribution_binary,study
907,1,1,66,99,0.5,cooperate,pd
907,2,0.1,-127,-169,0.1,defect,pd
907,3,0.7,54,34,0.4,defect,pd
907,4,0.2,-78,-117,0,defect,pd
907,5,0.4,-53,38,0.3,defect,pd
907,6,0.1,-197,-176,0,defect,pd
907,7,0,-171,-204,0,defect,pd
907,8,0.9,-100,-30,0.2,defect,pd
907,9,0.3,-65,-85,0.2,defect,pd
907,10,0.9,100,105,0.4,defect,pd
907,11,0.6,56,38,0.3,defect,pd
907,12,0.5,-62,-82,0.4,defect,pd
907,13,0.2,-142,-159,0,defect,pd
907,14,0.5,56,51,0.2,defect,pd
907,15,0.7,88,85,0.2,defect,pd
907,16,1,161,158,0.4,defect,pd
907,17,0.8,52,81,0.8,cooperate,pd
907,18,0.3,43,48,0.4,defect,pd
907,19,0,-122,-240,0,defect,pd
907,20,0.4,46,69,0.4,defect,pd
907,21,0.6,129,119,0.4,defect,pd
907,22,0.8,-62,-26,0.4,defect,pd
908,1,1,248,195,1,cooperate,pd
908,2,0.5,247,81,0.5,cooperate,pd
908,3,0,-242,2,0,defect,pd
908,4,1,248,131,1,cooperate,pd
908,5,0.7,249,61,0.7,cooperate,pd
908,6,0.8,248,134,0.8,cooperate,pd
908,7,0,-163,0,0,defect,pd
908,8,0.2,0,0,0.2,defect,pd
908,9,0.3,130,8,0.3,defect,pd
908,10,0.5,235,-5,0.5,cooperate,pd
908,11,0.1,-40,-4,0.1,defect,pd
908,12,0.2,-2,-3,0.2,defect,pd
908,13,0.7,123,57,0.7,cooperate,pd
908,14,0.9,250,106,0.9,cooperate,pd
908,15,0.9,242,117,0.9,cooperate,pd
908,16,0.4,116,3,0.4,defect,pd
908,17,0.3,-72,-51,0.3,defect,pd
908,18,0.8,203,139,0.8,cooperate,pd
908,19,0.4,57,7,0.4,defect,pd
908,20,0.6,132,31,0.6,cooperate,pd
908,21,0.1,-85,39,0.1,defect,pd
908,22,0.6,112,51,0.6,cooperate,pd
909,1,0.9,242,232,0.9,cooperate,pd
909,2,0.3,-105,-51,0.3,defect,pd
909,3,1,248,247,1,cooperate,pd
909,4,0.4,-33,-19,0.4,defect,pd
909,5,1,249,244,1,cooperate,pd
909,6,0.2,-131,-115,0.2,defect,pd
909,7,0.1,-243,-248,0.1,defect,pd
909,8,0.1,-241,-240,0.1,defect,pd
909,9,0.8,170,175,0.8,cooperate,pd
909,10,0.5,1,0,0.5,cooperate,pd
909,11,0.7,146,141,0.7,cooperate,pd
909,12,0.9,185,213,0.9,cooperate,pd
909,13,0.6,82,63,0.6,cooperate,pd
909,14,0.4,-32,-40,0.4,defect,pd
909,15,0,-249,245,0,defect,pd
909,16,0.6,44,49,0.6,cooperate,pd
909,17,0.5,1,-1,0.5,cooperate,pd
909,18,0.7,135,118,0.7,cooperate,pd
909,19,0.3,-91,-75,0.3,defect,pd
909,20,0.2,-192,-188,0.2,defect,pd
909,21,0,-247,247,0,defect,pd
909,22,0.8,176,175,0.8,cooperate,pd
910,1,0.3,109,7,0.3,defect,pd
910,2,0.6,156,149,0.6,cooperate,pd
910,3,0.1,2,2,0.1,defect,pd
910,4,0,-171,-226,0,defect,pd
910,5,0.8,148,123,0.8,cooperate,pd
910,6,0.4,29,30,0.4,defect,pd
910,7,0.9,173,209,0.9,cooperate,pd
910,8,0.7,120,124,0.7,cooperate,pd
910,9,0.2,83,171,0.2,defect,pd
910,10,0.9,205,218,0.9,cooperate,pd
910,11,0,-192,-216,0,defect,pd
910,12,0.1,-74,-53,0.1,defect,pd
910,13,0.5,84,86,0.5,cooperate,pd
910,14,0.4,79,85,0.4,defect,pd
910,15,1,215,213,1,cooperate,pd
910,16,0.8,161,167,0.8,cooperate,pd
910,17,0.7,138,154,0.7,cooperate,pd
910,18,0.5,122,163,0.5,cooperate,pd
910,19,1,232,231,1,cooperate,pd
910,20,0.2,-47,-106,0.2,defect,pd
910,21,0.3,33,45,0.3,defect,pd
910,22,0.6,117,123,0.6,cooperate,pd
911,1,0.6,136,60,0,defect,pd
911,2,0,-234,-176,0,defect,pd
911,3,0.1,-221,-25,0,defect,pd
911,4,0.5,77,15,0,defect,pd
911,5,0.9,237,180,0,defect,pd
911,6,0.6,183,-31,0,defect,pd
911,7,0.2,-128,-44,0,defect,pd
911,8,0.5,9,-22,0,defect,pd
911,9,0.8,203,107,0,defect,pd
911,10,1,241,163,0,defect,pd
911,11,0.1,-193,69,0,defect,pd
911,12,0.3,-6,-14,0,defect,pd
911,13,0.7,197,95,0,defect,pd
911,14,1,241,168,0,defect,pd
911,15,0.7,196,-31,0,defect,pd
911,16,0.8,189,179,0,defect,pd
911,17,0.4,-31,21,0,defect,pd
911,18,0.3,-188,-81,0,defect,pd
911,19,0.4,4,-6,0,defect,pd
911,20,0.2,-195,40,0,defect,pd
911,21,0,-238,42,0,defect,pd
911,22,0.9,241,45,0,defect,pd
912,1,0.8,162,-2,0.8,cooperate,pd
912,2,1,236,-4,1,cooperate,pd
912,3,0.7,184,-1,0.7,cooperate,pd
912,4,0.6,2,0,0.6,cooperate,pd
912,5,0.8,2,56,0.8,cooperate,pd
912,6,0.9,234,-3,1,cooperate,pd
912,7,0.4,-185,-3,0,defect,pd
912,8,0,-226,-1,0,defect,pd
912,9,0.7,7,104,0.8,cooperate,pd
912,10,0.2,1,-214,0,defect,pd
912,11,1,2,147,1,cooperate,pd
912,12,0.5,8,-2,0.5,cooperate,pd
912,13,0.4,1,-1,0.4,defect,pd
912,14,0,-233,4,0,defect,pd
912,15,0.1,-230,-3,0,defect,pd
912,16,0.3,-223,2,0,defect,pd
912,17,0.3,2,-214,0,defect,pd
912,18,0.9,4,186,1,cooperate,pd
912,19,0.5,37,1,0.5,cooperate,pd
912,20,0.1,1,-227,0,defect,pd
912,21,0.6,34,-5,0.6,cooperate,pd
912,22,0.2,3,-1,0,defect,pd
914,1,1,207,215,1,cooperate,pd
914,2,0.9,146,65,1,cooperate,pd
914,3,0.9,180,150,1,cooperate,pd
914,4,0.6,-90,-10,0.6,cooperate,pd
914,5,0.3,-189,70,0.3,defect,pd
914,6,0,-241,237,0,defect,pd
914,7,0.6,-80,-127,0.6,cooperate,pd
914,8,0,-242,244,0,defect,pd
914,9,0.2,-207,102,0.2,defect,pd
914,10,0.7,162,10,0.7,cooperate,pd
914,11,0.5,0,0,0.5,cooperate,pd
914,12,0.7,62,45,0.7,cooperate,pd
914,13,0.2,-210,75,0.2,defect,pd
914,14,0.4,-134,-29,0.4,defect,pd
914,15,1,246,244,1,cooperate,pd
914,16,0.3,-147,-35,0.3,defect,pd
914,17,0.5,-69,-212,0.5,cooperate,pd
914,18,0.8,226,217,0.8,cooperate,pd
914,19,0.4,-44,-30,0.4,defect,pd
914,20,0.8,194,180,0.8,cooperate,pd
914,21,0.1,-170,141,0.1,defect,pd
914,22,0.1,-209,184,0.1,defect,pd
915,1,0.6,99,125,0.6,cooperate,pd
915,2,0.3,31,23,0.3,defect,pd
915,3,0.6,-33,-40,0.6,cooperate,pd
915,4,0.2,28,-199,0.2,defect,pd
915,5,0.3,-159,-124,0.3,defect,pd
915,6,1,244,242,1,cooperate,pd
915,7,0.4,28,27,0.4,defect,pd
915,8,0,-244,-240,0,defect,pd
915,9,0.7,191,208,0.7,cooperate,pd
915,10,0.8,195,192,0.8,cooperate,pd
915,11,0.2,-176,-123,0,defect,pd
915,12,0.5,133,137,0.5,cooperate,pd
915,13,1,231,227,1,cooperate,pd
915,14,0.9,207,211,0.9,cooperate,pd
915,15,0.9,229,227,0.9,cooperate,pd
915,16,0.7,172,181,0.7,cooperate,pd
915,17,0.4,27,23,0.4,defect,pd
915,18,0.8,213,215,0.8,cooperate,pd
915,19,0.1,-240,-242,0,defect,pd
915,20,0,-243,-246,0,defect,pd
915,21,0.5,104,129,0.5,cooperate,pd
915,22,0.1,-133,-142,0,defect,pd
916,1,0,-67,-32,0.5,cooperate,pd
916,2,0.5,209,57,0.5,cooperate,pd
916,3,0.5,190,72,0.5,cooperate,pd
916,4,0.9,228,196,0.9,cooperate,pd
916,5,0.8,219,233,0.8,cooperate,pd
916,6,0.8,174,139,0.8,cooperate,pd
916,7,0.6,119,51,0.6,cooperate,pd
916,8,0.2,-55,-58,0.2,defect,pd
916,9,0.2,-44,1,0.2,defect,pd
916,10,0.4,99,-6,0.4,defect,pd
916,11,1,234,219,1,cooperate,pd
916,12,0.6,103,28,0.6,cooperate,pd
916,13,0.3,69,1,0.3,defect,pd
916,14,1,235,202,1,cooperate,pd
916,15,0.1,-79,24,0.1,defect,pd
916,16,0.3,36,16,0.3,defect,pd
916,17,0.9,219,-4,0.9,cooperate,pd
916,18,0.1,-107,-8,0.1,defect,pd
916,19,0.4,15,-13,0.4,defect,pd
916,20,0.7,168,84,0.7,cooperate,pd
916,21,0.7,200,124,0.7,cooperate,pd
916,22,0,-172,-68,0,defect,pd
917,1,0.4,84,45,1,cooperate,pd
917,2,0.8,179,194,1,cooperate,pd
917,3,0.5,120,127,1,cooperate,pd
917,4,0,-241,-232,0,defect,pd
917,5,0.2,38,48,1,cooperate,pd
917,6,0.3,63,82,1,cooperate,pd
917,7,1,207,228,1,cooperate,pd
917,8,0.7,123,114,1,cooperate,pd
917,9,0.7,147,161,1,cooperate,pd
917,10,0.2,-60,-82,1,cooperate,pd
917,11,0.3,64,-214,1,cooperate,pd
917,12,0.9,185,210,1,cooperate,pd
917,13,0.4,72,44,1,cooperate,pd
917,14,0.1,-88,-122,1,cooperate,pd
917,15,0.6,92,75,1,cooperate,pd
917,16,0.1,-115,-134,1,cooperate,pd
917,17,0.5,52,32,1,cooperate,pd
917,18,0,-193,-203,0,defect,pd
917,19,0.9,189,205,1,cooperate,pd
917,20,0.6,75,51,1,cooperate,pd
917,21,0.8,131,131,1,cooperate,pd
917,22,1,224,230,1,cooperate,pd
918,1,0.7,108,-2,1,cooperate,pd
918,2,0.5,-34,1,1,cooperate,pd
918,3,1,230,3,1,cooperate,pd
918,4,0.9,203,-2,1,cooperate,pd
918,5,0.1,-198,-1,0,defect,pd
918,6,0.2,-114,2,0.5,cooperate,pd
918,7,0.3,-94,-6,0.7,cooperate,pd
918,8,0.6,6,4,1,cooperate,pd
918,9,0.7,240,2,0.7,cooperate,pd
918,10,0.9,226,3,1,cooperate,pd
918,11,1,220,2,1,cooperate,pd
918,12,0.1,-219,8,0.2,defect,pd
918,13,0.6,6,1,1,cooperate,pd
918,14,0,-235,226,0.8,cooperate,pd
918,15,0.5,38,-5,0.7,cooperate,pd
918,16,0.2,-95,-1,0.7,cooperate,pd
918,17,0.8,185,4,1,cooperate,pd
918,18,0.4,-128,-2,0.5,cooperate,pd
918,19,0.3,-154,2,0.5,cooperate,pd
918,20,0.4,44,-1,0.5,cooperate,pd
918,21,0,-238,134,0,defect,pd
918,22,0.8,201,24,0.6,cooperate,pd
919,1,0,-227,-67,0,defect,pd
919,2,0.1,-49,-13,0.1,defect,pd
919,3,0.5,138,-48,0.2,defect,pd
919,4,0.8,177,83,0.2,defect,pd
919,5,0.1,1,-3,0,defect,pd
919,6,1,221,147,0,defect,pd
919,7,0.3,12,7,0.1,defect,pd
919,8,0.9,155,8,0.2,defect,pd
919,9,0.8,101,17,0,defect,pd
919,10,1,200,21,0,defect,pd
919,11,0.5,35,17,0.1,defect,pd
919,12,0.9,127,11,0.2,defect,pd
919,13,0.7,102,11,0,defect,pd
919,14,0.3,26,6,0,defect,pd
919,15,0.6,100,6,0,defect,pd
919,16,0.4,38,4,0,defect,pd
919,17,0.7,109,5,0.1,defect,pd
919,18,0,-213,11,0,defect,pd
919,19,0.4,44,4,0,defect,pd
919,20,0.2,15,7,0.1,defect,pd
919,21,0.6,98,-3,0.1,defect,pd
919,22,0.2,17,2,0.2,defect,pd
920,1,0.8,227,-45,1,cooperate,pd
920,2,0.9,188,67,1,cooperate,pd
920,3,0.4,-50,-86,0.4,defect,pd
920,4,0.1,-219,-65,0,defect,pd
920,5,0.9,214,55,1,cooperate,pd
920,6,0.5,139,-2,0.5,cooperate,pd
920,7,0.8,152,38,0.8,cooperate,pd
920,8,0.6,71,-36,0.4,defect,pd
920,9,0.5,29,-79,0.5,cooperate,pd
920,10,0.2,0,1,0,defect,pd
920,11,0.2,-19,-44,0,defect,pd
920,12,0.1,-116,-36,0,defect,pd
920,13,0.7,201,-34,1,cooperate,pd
920,14,0.3,3,-1,0,defect,pd
920,15,0,-155,1,0,defect,pd
920,16,1,239,108,1,cooperate,pd
920,17,0.4,27,-15,0.4,defect,pd
920,18,0.6,40,23,0.6,cooperate,pd
920,19,0.7,129,54,0.7,cooperate,pd
920,20,1,200,154,1,cooperate,pd
920,21,0,-200,3,0,defect,pd
920,22,0.3,-77,-86,0,defect,pd
921,1,0.6,193,51,0.6,cooperate,pd
921,2,0.2,-152,-43,0.2,defect,pd
921,3,0.6,225,56,0.6,cooperate,pd
921,4,1,224,213,1,cooperate,pd
921,5,0,-224,215,0,defect,pd
921,6,0.8,202,187,0.8,cooperate,pd
921,7,0.7,144,144,0.7,cooperate,pd
921,8,0.3,5,-2,0.3,defect,pd
921,9,0.8,186,189,0.8,cooperate,pd
921,10,0.5,159,139,0.5,cooperate,pd
921,11,0.2,-119,-16,0.2,defect,pd
921,12,0.4,-164,-24,0.4,defect,pd
921,13,0.1,-225,-132,0.1,defect,pd
921,14,0.1,-231,108,0.1,defect,pd
921,15,0.9,224,225,0.9,cooperate,pd
921,16,0.5,144,137,0.5,cooperate,pd
921,17,0,-244,240,0,defect,pd
921,18,0.3,-43,-27,0.3,defect,pd
921,19,0.7,139,148,0.7,cooperate,pd
921,20,1,235,236,1,cooperate,pd
921,21,0.9,182,188,0.9,cooperate,pd
921,22,0.4,29,37,0.4,defect,pd
923,1,1,164,216,1,cooperate,pd
923,2,0.8,167,198,0.8,cooperate,pd
923,3,0,-184,-196,0.5,cooperate,pd
923,4,0.7,238,239,0.7,cooperate,pd
923,5,0.6,157,140,0.9,cooperate,pd
923,6,0.3,-15,-14,0.3,defect,pd
923,7,0.5,62,65,0.7,cooperate,pd
923,8,0.9,221,209,1,cooperate,pd
923,9,0.2,-162,-150,0,defect,pd
923,10,0.8,207,209,0.8,cooperate,pd
923,11,0.5,125,133,0.5,cooperate,pd
923,12,0.6,65,64,0.7,cooperate,pd
923,13,0.4,-19,-20,0.5,cooperate,pd
923,14,0.1,-213,-209,0,defect,pd
923,15,0.4,58,43,0.5,cooperate,pd
923,16,0.2,-187,-210,0.2,defect,pd
923,17,0.1,-204,-217,0.1,defect,pd
923,18,0.7,196,189,1,cooperate,pd
923,19,0.3,-81,-64,0.3,defect,pd
923,20,0,-230,-222,0,defect,pd
923,21,0.9,234,233,1,cooperate,pd
923,22,1,233,210,1,cooperate,pd
924,1,0.5,230,2,0.5,cooperate,pd
924,2,0.7,239,2,0.7,cooperate,pd
924,3,0.3,-64,-3,0.3,defect,pd
924,4,0.8,236,2,0.8,cooperate,pd
924,5,0.4,53,-2,0.4,defect,pd
924,6,0.1,-138,-2,0.1,defect,pd
924,7,0.1,-92,0,0.1,defect,pd
924,8,0.6,236,-1,0.6,cooperate,pd
924,9,0.2,-115,-4,0.2,defect,pd
924,10,0.4,96,-2,0.4,defect,pd
924,11,0,-32,-1,0,defect,pd
924,12,0.5,235,-1,0.5,cooperate,pd
924,13,0.6,71,3,0.6,cooperate,pd
924,14,0.9,177,44,0.9,cooperate,pd
924,15,0.8,162,138,0.8,cooperate,pd
924,16,1,240,229,1,cooperate,pd
924,17,1,229,27,1,cooperate,pd
924,18,0,-104,42,0,defect,pd
924,19,0.9,248,70,0.9,cooperate,pd
924,20,0.7,223,158,0.7,cooperate,pd
924,21,0.3,-122,114,0.3,defect,pd
924,22,0.2,-143,68,0.2,defect,pd
925,1,1,238,-1,1,cooperate,pd
925,2,0.5,1,0,0,defect,pd
925,3,0.5,1,-1,0,defect,pd
925,4,0.7,94,1,0.5,cooperate,pd
925,5,0.2,1,0,0,defect,pd
925,6,0.6,107,1,0.6,cooperate,pd
925,7,0.1,3,0,0,defect,pd
925,8,0.3,0,1,0,defect,pd
925,9,0.4,77,-1,0,defect,pd
925,10,0.8,218,0,1,cooperate,pd
925,11,0.6,144,-1,0.6,cooperate,pd
925,12,0.1,-133,-1,0,defect,pd
925,13,0,-243,1,0,defect,pd
925,14,0.2,-133,-1,0,defect,pd
925,15,0,-229,0,0,defect,pd
925,16,0.8,185,-1,0.8,cooperate,pd
925,17,0.4,1,-1,0,defect,pd
925,18,0.7,187,0,0.7,cooperate,pd
925,19,0.9,224,-2,0.9,cooperate,pd
925,20,1,243,1,1,cooperate,pd
925,21,0.9,219,1,1,cooperate,pd
925,22,0.3,1,-1,0,defect,pd
926,1,0.8,177,181,0.8,cooperate,pd
926,2,0.9,209,153,0.5,cooperate,pd
926,3,0.9,216,112,0.9,cooperate,pd
926,4,0.1,-194,-226,0.5,cooperate,pd
926,5,0.7,210,70,0.7,cooperate,pd
926,6,1,212,215,1,cooperate,pd
926,7,0.5,150,76,0.5,cooperate,pd
926,8,0.2,-181,-213,0,defect,pd
926,9,1,204,187,1,cooperate,pd
926,10,0.8,165,63,0.8,cooperate,pd
926,11,0.3,-84,-222,0,defect,pd
926,12,0.6,147,71,0.5,cooperate,pd
926,13,0,-226,-232,0,defect,pd
926,14,0.4,25,40,0.3,defect,pd
926,15,0.7,182,56,0.7,cooperate,pd
926,16,0.3,-92,-145,0.2,defect,pd
926,17,0.4,129,14,0.4,defect,pd
926,18,0.1,-159,-219,0,defect,pd
926,19,0.6,88,48,0.6,cooperate,pd
926,20,0.5,67,40,0.5,cooperate,pd
926,21,0,-230,-235,0,defect,pd
926,22,0.2,-109,-151,0.1,defect,pd
927,1,0.9,41,62,0,defect,pd
927,2,0.7,51,40,0,defect,pd
927,3,0.8,40,118,0,defect,pd
927,4,0.1,6,-66,0,defect,pd
927,5,0,-5,-99,0,defect,pd
927,6,0.5,50,131,0.5,cooperate,pd
927,7,0.4,50,-46,0.4,defect,pd
927,8,0.4,79,-90,0.4,defect,pd
927,9,1,112,57,0,defect,pd
927,10,0.7,96,18,0.4,defect,pd
927,11,0.1,57,-24,0,defect,pd
927,12,1,116,56,0.3,defect,pd
927,13,0.2,26,-116,0,defect,pd
927,14,0.3,33,-136,0,defect,pd
927,15,0,4,-178,0,defect,pd
927,16,0.9,103,24,0,defect,pd
927,17,0.2,57,-191,0,defect,pd
927,18,0.6,154,20,0,defect,pd
927,19,0.3,124,-51,0,defect,pd
927,20,0.6,103,-74,0,defect,pd
927,21,0.8,186,3,0.1,defect,pd
927,22,0.5,33,-136,0.2,defect,pd
928,1,0.1,-189,-38,0.1,defect,pd
928,2,0.6,131,28,0.5,cooperate,pd
928,3,0.8,209,57,0.5,cooperate,pd
928,4,0.2,-168,-19,0.1,defect,pd
928,5,0.3,-84,-3,0.2,defect,pd
928,6,0.4,7,1,0.2,defect,pd
928,7,0.7,209,32,0.5,cooperate,pd
928,8,0.4,-6,0,0.2,defect,pd
928,9,0.8,211,6,0.5,cooperate,pd
928,10,0.6,143,16,0.4,defect,pd
928,11,0,-233,21,0,defect,pd
928,12,1,237,113,0.5,cooperate,pd
928,13,0,-229,-29,0,defect,pd
928,14,0.3,-133,0,0.1,defect,pd
928,15,0.1,-212,3,0.1,defect,pd
928,16,0.7,200,2,0.5,cooperate,pd
928,17,0.5,116,15,0.3,defect,pd
928,18,1,231,107,0.5,cooperate,pd
928,19,0.9,225,65,0.5,cooperate,pd
928,20,0.5,68,0,0.3,defect,pd
928,21,0.2,-117,5,0.1,defect,pd
928,22,0.9,224,59,0.5,cooperate,pd
929,1,0.8,66,38,0.8,cooperate,pd
929,2,0.3,15,7,0.5,cooperate,pd
929,3,1,121,130,0.5,cooperate,pd
929,4,0.1,-23,23,0.1,defect,pd
929,5,0.4,30,23,0.4,defect,pd
929,6,0.5,41,40,0.5,cooperate,pd
929,7,0.5,62,18,0.1,defect,pd
929,8,0.6,80,58,0.3,defect,pd
929,9,0.2,36,-17,0,defect,pd
929,10,0.7,91,65,0.7,cooperate,pd
929,11,0.6,85,52,0.6,cooperate,pd
929,12,0.9,130,110,0.5,cooperate,pd
929,13,0.8,111,69,0.6,cooperate,pd
929,14,0,-130,39,0,defect,pd
929,15,0.3,24,16,0.2,defect,pd
929,16,0.1,-43,-13,0,defect,pd
929,17,0,-22,-13,0,defect,pd
929,18,0.4,83,36,0.1,defect,pd
929,19,1,160,106,0.5,cooperate,pd
929,20,0.9,135,85,0.1,defect,pd
929,21,0.2,25,7,0,defect,pd
929,22,0.7,104,42,0.2,defect,pd
930,1,1,227,208,1,cooperate,pd
930,2,0.2,-55,-126,0.2,defect,pd
930,3,0.4,23,-34,0.4,defect,pd
930,4,1,162,213,1,cooperate,pd
930,5,0.3,-60,-133,0.3,defect,pd
930,6,0.9,153,237,1,cooperate,pd
930,7,0.1,-212,-241,0.1,defect,pd
930,8,0.2,-176,-215,0.2,defect,pd
930,9,0.8,50,161,0.8,cooperate,pd
930,10,0.6,26,74,0.6,cooperate,pd
930,11,0.7,93,102,0.7,cooperate,pd
930,12,0,-239,-249,0,defect,pd
930,13,0,-239,-238,0,defect,pd
930,14,0.3,-91,-88,0.3,defect,pd
930,15,0.5,22,43,0.5,cooperate,pd
930,16,0.9,175,208,0.9,cooperate,pd
930,17,0.7,89,149,0.7,cooperate,pd
930,18,0.8,109,172,0.8,cooperate,pd
930,19,0.1,-209,-216,0.1,defect,pd
930,20,0.5,124,82,0.5,cooperate,pd
930,21,0.6,99,122,0.6,cooperate,pd
930,22,0.4,29,-31,0.4,defect,pd
931,1,0.4,79,59,0.4,defect,pd
931,2,0.3,71,178,0.2,defect,pd
931,3,0.2,63,126,0.1,defect,pd
931,4,0.6,69,231,0.2,defect,pd
931,5,0.1,60,75,0.1,defect,pd
931,6,0.9,63,248,0.2,defect,pd
931,7,0.2,86,83,0.1,defect,pd
931,8,0.1,51,14,0.2,defect,pd
931,9,0.9,244,246,0.2,defect,pd
931,10,0.7,220,233,0.2,defect,pd
931,11,0,1,-233,0.3,defect,pd
931,12,0.5,145,194,0.1,defect,pd
931,13,0.4,170,199,0.1,defect,pd
931,14,0,-67,-116,0.1,defect,pd
931,15,0.6,119,189,0.3,defect,pd
931,16,0.8,244,248,0.3,defect,pd
931,17,1,250,242,0.3,defect,pd
931,18,0.7,157,218,0.2,defect,pd
931,19,0.8,213,229,0.2,defect,pd
931,20,1,223,161,0.3,defect,pd
931,21,0.3,108,71,0.3,defect,pd
931,22,0.5,150,155,0.2,defect,pd
932,1,0.4,24,-61,0,defect,pd
932,2,0.8,175,43,0,defect,pd
932,3,1,218,78,0,defect,pd
932,4,0.7,157,59,0,defect,pd
932,5,0.3,1,24,0,defect,pd
932,6,0.5,114,32,0,defect,pd
932,7,0,-31,2,0,defect,pd
932,8,0.5,73,23,0,defect,pd
932,9,0.6,123,29,0,defect,pd
932,10,0.4,45,-13,0,defect,pd
932,11,0.1,-52,-25,0,defect,pd
932,12,0.2,-14,8,0,defect,pd
932,13,0.9,195,53,0,defect,pd
932,14,1,219,94,0,defect,pd
932,15,0.6,111,33,0,defect,pd
932,16,0.7,134,49,0,defect,pd
932,17,0.8,167,43,0,defect,pd
932,18,0.9,185,61,0,defect,pd
932,19,0,-61,12,0,defect,pd
932,20,0.2,-8,-1,0,defect,pd
932,21,0.3,-8,-8,0,defect,pd
932,22,0.1,-53,-21,0,defect,pd
933,1,0,-203,-234,0,defect,pd
933,2,0.3,-111,-201,0.3,defect,pd
933,3,1,208,133,1,cooperate,pd
933,4,0.7,208,-38,0.7,cooperate,pd
933,5,0.9,223,69,0.9,cooperate,pd
933,6,0.5,-52,-115,0.5,cooperate,pd
933,7,0.5,-58,-159,0.5,cooperate,pd
933,8,0.7,86,-42,0.7,cooperate,pd
933,9,0.6,33,49,0.6,cooperate,pd
933,10,0.3,-197,-195,0,defect,pd
933,11,0.1,-243,-210,0,defect,pd
933,12,0.4,-114,-141,0.4,defect,pd
933,13,0,-244,-240,0,defect,pd
933,14,0.9,175,93,0.9,cooperate,pd
933,15,0.2,-156,-167,0,defect,pd
933,16,0.1,-217,-197,0,defect,pd
933,17,0.4,-99,-147,0.4,defect,pd
933,18,1,193,156,1,cooperate,pd
933,19,0.6,51,22,0.6,cooperate,pd
933,20,0.2,-178,-125,0,defect,pd
933,21,0.8,73,81,0.8,cooperate,pd
933,22,0.8,132,90,0.8,cooperate,pd
934,1,0.7,139,129,0,defect,pd
934,2,0.2,-224,-225,0,defect,pd
934,3,0,-245,-237,0,defect,pd
934,4,0.9,222,185,0,defect,pd
934,5,1,239,237,0,defect,pd
934,6,0.3,-78,-43,0,defect,pd
934,7,0.6,59,36,0,defect,pd
934,8,0,-218,-230,0,defect,pd
934,9,0.5,53,35,0,defect,pd
934,10,0.4,33,14,0,defect,pd
934,11,0.5,104,79,0,defect,pd
934,12,0.3,-54,-60,0,defect,pd
934,13,0.8,163,144,0,defect,pd
934,14,1,241,233,0,defect,pd
934,15,0.2,-84,-84,0,defect,pd
934,16,0.6,54,33,0.7,cooperate,pd
934,17,0.1,-210,-197,0,defect,pd
934,18,0.4,-32,-33,0,defect,pd
934,19,0.7,113,95,0,defect,pd
934,20,0.9,128,40,0,defect,pd
934,21,0.8,131,119,0,defect,pd
934,22,0.1,-194,-190,0,defect,pd
935,1,0.9,228,236,1,cooperate,pd
935,2,0.3,-219,-13,0,defect,pd
935,3,0,-247,178,0,defect,pd
935,4,0.7,102,65,0.7,cooperate,pd
935,5,0.1,-247,92,0,defect,pd
935,6,0.4,-34,8,0.2,defect,pd
935,7,0.8,152,47,0.8,cooperate,pd
935,8,0.5,8,5,0.5,cooperate,pd
935,9,0.7,88,62,0.7,cooperate,pd
935,10,0,-243,240,0,defect,pd
935,11,0.8,225,220,0.8,cooperate,pd
935,12,0.6,34,20,0.5,cooperate,pd
935,13,0.4,-13,26,0.4,defect,pd
935,14,0.9,229,219,0.9,cooperate,pd
935,15,0.1,-237,235,0,defect,pd
935,16,1,247,242,1,cooperate,pd
935,17,0.2,-236,110,0.1,defect,pd
935,18,1,248,241,1,cooperate,pd
935,19,0.2,-237,193,0,defect,pd
935,20,0.5,6,-1,0.5,cooperate,pd
935,21,0.3,-218,209,0,defect,pd
935,22,0.6,10,25,0.5,cooperate,pd
937,1,0.4,126,81,0.4,defect,pd
937,2,0.7,143,167,0.7,cooperate,pd
937,3,0.1,-237,135,0,defect,pd
937,4,0.7,143,126,0.7,cooperate,pd
937,5,0.5,125,-86,0.5,cooperate,pd
937,6,0.2,-165,32,0,defect,pd
937,7,0,-227,-68,0,defect,pd
937,8,0.9,181,184,0.9,cooperate,pd
937,9,0.5,156,-57,0.5,cooperate,pd
937,10,0.6,156,-34,0.6,cooperate,pd
937,11,0.8,142,165,0.8,cooperate,pd
937,12,1,212,227,1,cooperate,pd
937,13,0,-148,-77,0,defect,pd
937,14,0.8,149,178,0.8,cooperate,pd
937,15,0.1,-184,99,0.1,defect,pd
937,16,0.3,-212,-26,0.3,defect,pd
937,17,0.3,-103,114,0.3,defect,pd
937,18,1,204,152,1,cooperate,pd
937,19,0.2,-133,141,0.2,defect,pd
937,20,0.4,108,48,0.4,defect,pd
937,21,0.9,126,213,0.9,cooperate,pd
937,22,0.6,118,183,0.6,cooperate,pd
938,1,0,-233,-211,0,defect,pd
938,2,0.2,121,26,0.4,defect,pd
938,3,0.4,181,46,0.4,defect,pd
938,4,0.7,195,-24,0.6,cooperate,pd
938,5,0.3,56,45,0.3,defect,pd
938,6,0.9,241,204,1,cooperate,pd
938,7,0.5,191,103,0.6,cooperate,pd
938,8,0.1,-117,-37,0,defect,pd
938,9,0.9,245,241,1,cooperate,pd
