sub,trial,unfairness,valence,arousal,choice,study
1,1,0.5,167,64,0,ug
1,2,0.8,-32,-57,0,ug
1,3,0.95,-202,-225,0,ug
1,4,0.6,43,68,0,ug
1,5,0.75,8,9,0,ug
1,6,0.9,-44,-117,0,ug
1,7,0.75,-98,-108,0,ug
1,8,0.6,19,21,0,ug
1,9,0.95,-235,-240,0,ug
1,10,0.7,19,44,0,ug
1,11,0.85,-117,-142,0,ug
1,12,0.65,10,18,0,ug
1,13,0.85,-13,-10,0,ug
1,14,0.55,114,134,0,ug
1,15,0.9,-88,-142,0,ug
1,16,0.7,21,31,0,ug
1,17,0.8,-15,-27,0,ug
1,18,0.5,232,237,0,ug
1,19,0.65,7,13,0,ug
1,20,0.55,241,227,0,ug
2,1,0.6,161,147,0,ug
2,2,0.55,245,244,0,ug
2,3,0.85,-180,-202,1,ug
2,4,0.95,-245,244,1,ug
2,5,0.65,-3,0,0,ug
2,6,0.55,191,211,0,ug
2,7,0.8,-63,-69,1,ug
2,8,0.5,235,238,0,ug
2,9,0.9,-152,-118,1,ug
2,10,0.9,-184,-124,0,ug
2,11,0.75,-125,-114,0,ug
2,12,0.95,-221,-226,1,ug
2,13,0.85,-217,-171,1,ug
2,14,0.7,-79,-99,0,ug
2,15,0.6,-102,-125,0,ug
2,16,0.65,24,7,0,ug
2,17,0.7,73,106,0,ug
2,18,0.75,-170,-174,1,ug
2,19,0.5,236,241,0,ug
2,20,0.8,-151,-82,0,ug
3,1,0.9,-211,-51,0,ug
3,2,0.7,-84,-31,0,ug
3,3,0.55,21,-80,0,ug
3,4,0.7,-164,-32,0,ug
3,5,0.55,186,-3,0,ug
3,6,0.5,245,1,0,ug
3,7,0.75,-145,-20,0,ug
3,8,0.6,11,-1,0,ug
3,9,0.65,3,-2,0,ug
3,10,0.9,-188,-8,0,ug
3,11,0.8,-189,-44,0,ug
3,12,0.5,245,2,0,ug
3,13,0.6,218,0,0,ug
3,14,0.85,-209,-4,0,ug
3,15,0.65,33,-3,0,ug
3,16,0.95,-242,30,0,ug
3,17,0.85,-205,25,0,ug
3,18,0.75,-82,-4,0,ug
3,19,0.8,-171,-43,0,ug
3,20,0.95,-231,51,0,ug
4,1,0.5,244,232,0,ug
4,2,0.6,227,227,0,ug
4,3,0.5,244,245,0,ug
4,4,0.95,-241,235,1,ug
4,5,0.9,-237,246,0,ug
4,6,0.65,-244,235,1,ug
4,7,0.7,4,230,0,ug
4,8,0.55,229,234,0,ug
4,9,0.95,-235,237,1,ug
4,10,0.9,-236,238,1,ug
4,11,0.8,-230,236,1,ug
4,12,0.85,-236,232,1,ug
4,13,0.85,-240,233,1,ug
4,14,0.6,157,208,0,ug
4,15,0.75,-14,221,1,ug
4,16,0.8,-125,234,1,ug
4,17,0.75,-32,222,1,ug
4,18,0.55,232,224,0,ug
4,19,0.65,102,208,0,ug
4,20,0.7,76,208,0,ug
5,1,0.85,-135,3,0,ug
5,2,0.8,-133,0,0,ug
5,3,0.6,-51,-1,0,ug
5,4,0.55,-18,-1,0,ug
5,5,0.7,-128,-3,0,ug
5,6,0.95,-230,-3,1,ug
5,7,0.9,-199,3,1,ug
5,8,0.7,-65,-6,0,ug
5,9,0.9,-206,-2,1,ug
5,10,0.8,-159,-1,0,ug
5,11,0.85,-161,14,1,ug
5,12,0.75,-148,-2,0,ug
5,13,0.6,-53,6,0,ug
5,14,0.65,-96,-1,0,ug
5,15,0.95,-234,-86,1,ug
5,16,0.65,-90,-1,0,ug
5,17,0.5,164,0,0,ug
5,18,0.75,-103,1,0,ug
5,19,0.5,145,-1,0,ug
5,20,0.55,35,1,0,ug
6,1,0.55,187,-5,0,ug
6,2,0.6,-2,136,0,ug
6,3,0.9,-234,-1,1,ug
6,4,0.65,101,-5,0,ug
6,5,0.85,-234,-3,1,ug
6,6,0.5,236,0,0,ug
6,7,0.95,-237,4,1,ug
6,8,0.5,225,-5,0,ug
6,9,0.8,-228,1,1,ug
6,10,0.6,174,-6,0,ug
6,11,0.7,234,-2,0,ug
6,12,0.8,-232,2,1,ug
6,13,0.7,193,-1,0,ug
6,14,0.55,233,5,0,ug
6,15,0.9,-234,0,1,ug
6,16,0.85,-190,1,1,ug
6,17,0.65,213,-6,0,ug
6,18,0.75,226,-1,0,ug
6,19,0.95,-227,-1,1,ug
6,20,0.75,231,9,0,ug
7,1,0.7,-31,-1,0,ug
7,2,0.95,-14,19,1,ug
7,3,0.55,109,2,0,ug
7,4,0.9,-31,7,0,ug
7,5,0.6,39,27,0,ug
7,6,0.8,-18,3,0,ug
7,7,0.75,-7,-2,0,ug
7,8,0.95,-68,6,1,ug
7,9,0.55,194,23,0,ug
7,10,0.8,-14,3,0,ug
7,11,0.9,-77,2,0,ug
7,12,0.5,208,36,0,ug
7,13,0.5,222,51,0,ug
7,14,0.85,-42,4,0,ug
7,15,0.65,20,3,0,ug
7,16,0.6,155,22,0,ug
7,17,0.75,8,0,0,ug
7,18,0.7,8,3,0,ug
7,19,0.85,-11,1,0,ug
7,20,0.65,32,13,0,ug
8,1,0.5,174,-2,0,ug
8,2,0.55,101,1,0,ug
8,3,0.95,-216,172,0,ug
8,4,0.9,-208,130,0,ug
8,5,0.8,-164,2,0,ug
8,6,0.85,-164,-69,0,ug
8,7,0.65,100,-2,0,ug
8,8,0.75,36,-1,0,ug
8,9,0.8,-144,-53,0,ug
8,10,0.5,200,-1,0,ug
8,11,0.55,113,39,0,ug
8,12,0.6,156,2,0,ug
8,13,0.65,94,-4,0,ug
8,14,0.6,119,-7,0,ug
8,15,0.7,81,-4,0,ug
8,16,0.95,-203,125,0,ug
8,17,0.85,-145,-18,0,ug
8,18,0.75,-96,-47,0,ug
8,19,0.7,29,-1,0,ug
8,20,0.9,-187,-40,0,ug
9,1,0.9,-237,145,1,ug
9,2,0.8,-107,43,1,ug
9,3,0.55,140,19,0,ug
9,4,0.6,149,54,0,ug
9,5,0.55,207,98,0,ug
9,6,0.65,-202,-21,0,ug
9,7,0.95,-223,223,1,ug
9,8,0.95,-224,152,1,ug
9,9,0.7,-213,-20,0,ug
9,10,0.75,-218,56,0,ug
9,11,0.75,-159,-2,0,ug
9,12,0.5,177,139,0,ug
9,13,0.7,-21,-17,0,ug
9,14,0.85,-213,59,1,ug
9,15,0.65,133,34,0,ug
9,16,0.5,174,49,0,ug
9,17,0.8,-227,81,1,ug
9,18,0.9,-160,72,1,ug
9,19,0.6,65,100,0,ug
9,20,0.85,0,-1,1,ug
10,1,0.65,2,1,0,ug
10,2,0.8,2,0,0,ug
10,3,0.85,2,-3,0,ug
10,4,0.85,2,-2,0,ug
10,5,0.75,0,-1,0,ug
10,6,0.55,6,-1,0,ug
10,7,0.65,1,1,0,ug
10,8,0.6,1,-2,0,ug
10,9,0.9,1,1,0,ug
10,10,0.8,2,-2,0,ug
10,11,0.6,3,2,0,ug
10,12,0.95,-1,-1,0,ug
10,13,0.75,-2,3,0,ug
10,14,0.95,-3,-1,0,ug
10,15,0.5,0,1,0,ug
10,16,0.9,3,0,0,ug
10,17,0.55,0,-2,0,ug
10,18,0.7,1,2,0,ug
10,19,0.5,3,5,0,ug
10,20,0.7,1,-2,0,ug
11,1,0.5,0,0,0,ug
11,2,0.85,3,2,0,ug
11,3,0.9,4,-1,0,ug
11,4,0.9,-1,-3,0,ug
11,5,0.75,2,1,0,ug
11,6,0.95,-4,-1,0,ug
11,7,0.5,0,1,0,ug
11,8,0.7,1,0,0,ug
11,9,0.95,-1,-4,0,ug
11,10,0.85,0,-3,0,ug
11,11,0.8,3,1,0,ug
11,12,0.55,2,0,0,ug
11,13,0.55,1,3,0,ug
11,14,0.6,-4,-3,0,ug
11,15,0.7,1,0,0,ug
11,16,0.65,0,0,0,ug
11,17,0.65,-1,1,0,ug
11,18,0.75,1,-1,0,ug
11,19,0.6,3,1,0,ug
11,20,0.8,0,-2,0,ug
12,1,0.8,-92,41,0,ug
12,2,0.55,60,-35,0,ug
12,3,0.9,-149,48,0,ug
12,4,0.5,180,55,0,ug
12,5,0.65,-58,-9,0,ug
12,6,0.7,-83,-25,0,ug
12,7,0.6,90,27,0,ug
12,8,0.95,-176,-31,0,ug
12,9,0.9,-131,-26,0,ug
12,10,0.8,-97,-23,0,ug
12,11,0.7,2,-62,0,ug
12,12,0.75,-48,-76,0,ug
12,13,0.6,63,-99,0,ug
12,14,0.65,-44,-83,0,ug
12,15,0.5,192,126,0,ug
12,16,0.95,-205,104,0,ug
12,17,0.55,133,-24,0,ug
12,18,0.85,-116,-87,0,ug
12,19,0.85,-189,56,0,ug
12,20,0.75,-58,-36,0,ug
14,1,0.65,-172,-171,1,ug
14,2,0.9,-219,-222,1,ug
14,3,0.55,107,156,0,ug
14,4,0.95,-220,-215,1,ug
14,5,0.85,-214,-180,1,ug
14,6,0.55,161,126,0,ug
14,7,0.6,66,86,0,ug
14,8,0.7,2,-2,1,ug
14,9,0.6,70,100,0,ug
14,10,0.9,-201,-186,1,ug
14,11,0.5,175,223,0,ug
14,12,0.8,-222,-206,1,ug
14,13,0.5,220,230,0,ug
14,14,0.75,-169,-116,1,ug
14,15,0.75,-183,-167,1,ug
14,16,0.8,-170,-189,1,ug
14,17,0.85,-201,-163,1,ug
14,18,0.95,-223,-225,1,ug
14,19,0.7,-68,-59,1,ug
14,20,0.65,-53,-44,1,ug
15,1,0.95,-243,93,0,ug
15,2,0.8,-25,8,0,ug
15,3,0.85,-85,7,0,ug
15,4,0.8,-15,-5,0,ug
15,5,0.95,-96,-19,0,ug
15,6,0.9,-56,-4,0,ug
15,7,0.5,233,228,0,ug
15,8,0.65,39,-12,0,ug
15,9,0.7,44,-3,0,ug
15,10,0.7,51,-3,0,ug
15,11,0.65,87,9,0,ug
15,12,0.55,175,172,0,ug
15,13,0.55,104,39,0,ug
15,14,0.9,-157,-3,0,ug
15,15,0.5,228,212,0,ug
15,16,0.75,28,35,0,ug
15,17,0.6,137,99,0,ug
15,18,0.85,-24,0,0,ug
15,19,0.75,75,39,0,ug
15,20,0.6,84,43,0,ug
16,1,0.55,120,-28,0,ug
16,2,0.6,64,23,0,ug
16,3,0.95,-114,44,1,ug
16,4,0.6,19,4,0,ug
16,5,0.85,-82,37,1,ug
16,6,0.8,-104,1,1,ug
16,7,0.7,22,2,1,ug
16,8,0.75,-19,1,1,ug
16,9,0.65,-108,-2,1,ug
16,10,0.8,-96,2,1,ug
16,11,0.95,-4,-3,1,ug
16,12,0.5,54,-2,0,ug
16,13,0.7,7,-3,1,ug
16,14,0.55,8,-3,0,ug
16,15,0.9,-90,2,1,ug
16,16,0.85,-57,0,1,ug
16,17,0.75,18,-1,1,ug
16,18,0.65,59,20,1,ug
16,19,0.5,62,25,0,ug
16,20,0.9,-107,55,1,ug
18,1,0.75,-156,-1,1,ug
18,2,0.7,-45,0,1,ug
18,3,0.65,-110,-1,1,ug
18,4,0.6,93,-2,0,ug
18,5,0.8,-226,-2,1,ug
18,6,0.9,-226,0,1,ug
18,7,0.5,226,-5,0,ug
18,8,0.8,-217,-6,1,ug
18,9,0.85,-213,3,1,ug
18,10,0.75,-227,-5,1,ug
18,11,0.9,-230,7,1,ug
18,12,0.65,-5,0,0,ug
18,13,0.6,226,-4,0,ug
18,14,0.85,-218,3,1,ug
18,15,0.95,-233,-2,1,ug
18,16,0.95,-226,5,1,ug
18,17,0.55,215,4,0,ug
18,18,0.55,220,0,0,ug
18,19,0.5,3,227,0,ug
18,20,0.7,-174,5,1,ug
19,1,0.55,227,181,0,ug
19,2,0.8,-185,-43,1,ug
19,3,0.85,-223,-2,1,ug
19,4,0.75,-171,1,1,ug
19,5,0.95,-239,0,1,ug
19,6,0.65,-111,-5,1,ug
19,7,0.6,31,-1,0,ug
19,8,0.5,246,-3,0,ug
19,9,0.55,35,-1,0,ug
19,10,0.85,-238,2,1,ug
19,11,0.5,243,-2,0,ug
19,12,0.7,-122,3,0,ug
19,13,0.7,-1,4,0,ug
19,14,0.65,-148,0,0,ug
19,15,0.8,-191,0,1,ug
19,16,0.9,-231,1,1,ug
19,17,0.75,-169,1,1,ug
19,18,0.6,81,-3,0,ug
19,19,0.9,-122,-2,1,ug
19,20,0.95,-228,-7,1,ug
20,1,0.7,-90,-41,0,ug
20,2,0.55,68,93,0,ug
20,3,0.8,-182,47,1,ug
20,4,0.6,-24,-37,0,ug
20,5,0.6,116,-32,0,ug
20,6,0.9,-203,221,1,ug
20,7,0.85,-154,166,1,ug
20,8,0.7,-25,-63,1,ug
20,9,0.55,161,114,0,ug
20,10,0.75,-151,129,1,ug
20,11,0.5,243,117,0,ug
20,12,0.95,-235,238,1,ug
20,13,0.9,-157,182,1,ug
20,14,0.5,242,134,0,ug
20,15,0.85,-162,171,1,ug
20,16,0.65,-151,71,1,ug
20,17,0.65,-22,67,0,ug
20,18,0.95,-243,235,1,ug
20,19,0.75,-126,69,1,ug
20,20,0.8,-184,120,1,ug
21,1,0.9,-224,135,1,ug
21,2,0.5,104,112,0,ug
21,3,0.6,-23,-20,0,ug
21,4,0.9,-214,195,1,ug
21,5,0.75,-58,2,1,ug
21,6,0.85,-149,40,1,ug
21,7,0.95,-231,228,1,ug
21,8,0.55,24,19,0,ug
21,9,0.75,-1,1,1,ug
21,10,0.7,1,0,1,ug
21,11,0.8,-201,72,1,ug
21,12,0.8,-163,28,1,ug
21,13,0.95,-213,62,1,ug
21,14,0.7,0,2,1,ug
21,15,0.5,136,121,0,ug
21,16,0.65,5,12,0,ug
21,17,0.85,-1,1,1,ug
21,18,0.55,62,53,0,ug
21,19,0.6,59,44,0,ug
21,20,0.65,11,9,0,ug
22,1,0.55,113,79,0,ug
22,2,0.9,-183,53,1,ug
22,3,0.65,0,43,0,ug
22,4,0.8,-4,-165,1,ug
22,5,0.5,20,163,0,ug
22,6,0.95,-74,188,1,ug
22,7,0.7,-13,-38,1,ug
22,8,0.55,95,155,0,ug
22,9,0.6,-16,59,0,ug
22,10,0.65,14,-85,0,ug
22,11,0.85,-137,117,1,ug
22,12,0.75,-55,-153,1,ug
22,13,0.8,-99,-91,1,ug
22,14,0.7,-90,-108,1,ug
22,15,0.5,40,197,0,ug
22,16,0.9,-123,221,1,ug
22,17,0.85,-60,-115,1,ug
22,18,0.95,-197,-46,1,ug
22,19,0.6,9,55,0,ug
22,20,0.75,-65,65,1,ug
23,1,0.7,-121,-234,0,ug
23,2,0.8,-149,-238,1,ug
23,3,0.6,-23,-129,0,ug
23,4,0.75,-126,-177,1,ug
23,5,0.65,-22,-68,0,ug
23,6,0.75,-65,-161,1,ug
23,7,0.6,-13,-89,0,ug
23,8,0.9,-188,-238,1,ug
23,9,0.95,-233,-243,1,ug
23,10,0.8,-112,-210,1,ug
23,11,0.7,-23,-119,0,ug
23,12,0.55,28,-53,0,ug
23,13,0.5,119,0,0,ug
23,14,0.65,-24,-66,0,ug
23,15,0.55,107,-7,0,ug
23,16,0.85,-115,-67,1,ug
23,17,0.85,-93,-58,1,ug
23,18,0.95,-244,-113,1,ug
23,19,0.9,-205,-96,1,ug
23,20,0.5,138,-3,0,ug
24,1,0.7,69,-2,0,ug
24,2,0.7,116,-2,0,ug
24,3,0.8,-16,-2,0,ug
24,4,0.95,-139,3,0,ug
24,5,0.65,115,-5,0,ug
24,6,0.9,-92,2,0,ug
24,7,0.75,61,17,0,ug
24,8,0.65,128,13,0,ug
24,9,0.85,-81,4,0,ug
24,10,0.55,177,0,0,ug
24,11,0.5,234,3,0,ug
24,12,0.6,162,-4,0,ug
24,13,0.6,176,5,0,ug
24,14,0.8,14,0,0,ug
24,15,0.95,-196,-2,0,ug
24,16,0.55,175,4,0,ug
24,17,0.9,-129,-2,0,ug
24,18,0.75,52,-3,0,ug
24,19,0.5,238,8,0,ug
24,20,0.85,-73,-3,0,ug
25,1,0.8,-93,38,1,ug
25,2,0.55,161,-1,0,ug
25,3,0.65,-48,38,0,ug
25,4,0.7,-87,42,1,ug
25,5,0.8,-104,74,1,ug
25,6,0.75,-109,66,1,ug
25,7,0.75,-115,59,1,ug
25,8,0.7,-28,29,1,ug
25,9,0.55,198,-40,0,ug
25,10,0.85,-151,149,1,ug
25,11,0.6,134,114,0,ug
25,12,0.6,148,110,0,ug
25,13,0.95,-244,181,1,ug
25,14,0.9,-245,199,1,ug
25,15,0.85,-245,116,1,ug
25,16,0.5,245,243,0,ug
25,17,0.5,249,175,0,ug
25,18,0.65,29,-61,0,ug
25,19,0.9,-250,162,1,ug
25,20,0.95,-250,90,1,ug
26,1,0.95,-231,230,0,ug
26,2,0.8,-54,27,0,ug
26,3,0.75,-3,92,0,ug
26,4,0.75,-10,127,0,ug
26,5,0.7,23,48,0,ug
26,6,0.5,151,183,0,ug
26,7,0.65,121,127,0,ug
26,8,0.6,163,70,0,ug
26,9,0.55,141,170,0,ug
26,10,0.65,65,39,0,ug
26,11,0.7,16,15,0,ug
26,12,0.9,-222,208,0,ug
26,13,0.95,-242,244,0,ug
26,14,0.85,-243,165,0,ug
26,15,0.55,207,197,0,ug
26,16,0.6,64,-52,0,ug
26,17,0.85,-236,180,0,ug
26,18,0.8,-238,241,0,ug
26,19,0.5,189,236,0,ug
26,20,0.9,-237,221,0,ug
27,1,0.9,-239,1,0,ug
27,2,0.75,2,1,0,ug
27,3,0.65,83,1,0,ug
27,4,0.75,2,-1,0,ug
27,5,0.55,236,-2,0,ug
27,6,0.65,68,-2,0,ug
27,7,0.85,-164,-1,0,ug
27,8,0.7,-117,-1,0,ug
27,9,0.5,237,-3,0,ug
27,10,0.95,-237,1,0,ug
27,11,0.55,234,0,0,ug
27,12,0.85,-143,1,0,ug
27,13,0.95,-241,0,0,ug
27,14,0.5,241,2,0,ug
27,15,0.6,186,0,0,ug
27,16,0.7,-1,-1,0,ug
27,17,0.8,-112,0,0,ug
27,18,0.9,-238,4,0,ug
27,19,0.6,1,1,0,ug
27,20,0.8,-172,-2,0,ug
28,1,0.5,104,-2,0,ug
28,2,0.8,-138,43,0,ug
28,3,0.8,-155,53,0,ug
28,4,0.55,33,108,0,ug
28,5,0.9,-203,154,0,ug
28,6,0.95,-211,157,1,ug
28,7,0.85,-174,61,0,ug
28,8,0.7,-155,-111,0,ug
28,9,0.75,-114,59,0,ug
28,10,0.65,-100,-63,0,ug
28,11,0.9,-186,162,0,ug
28,12,0.6,-24,88,0,ug
28,13,0.6,-16,138,0,ug
28,14,0.75,-140,51,0,ug
28,15,0.65,-91,-61,0,ug
28,16,0.85,-226,131,0,ug
28,17,0.7,-106,-63,0,ug
28,18,0.5,209,-32,0,ug
28,19,0.55,24,-84,0,ug
28,20,0.95,-204,158,1,ug
29,1,0.55,116,-37,0,ug
29,2,0.6,99,-21,0,ug
29,3,0.95,-163,-54,0,ug
29,4,0.65,36,-84,0,ug
29,5,0.5,136,15,0,ug
29,6,0.7,66,-142,0,ug
29,7,0.55,134,70,0,ug
29,8,0.9,-162,-198,0,ug
29,9,0.8,-62,-152,0,ug
29,10,0.8,-77,-165,0,ug
29,11,0.5,197,141,0,ug
29,12,0.9,-169,-196,0,ug
29,13,0.6,114,40,0,ug
29,14,0.75,-87,-141,0,ug
29,15,0.7,32,-52,0,ug
29,16,0.85,-143,-178,0,ug
29,17,0.65,107,-19,0,ug
29,18,0.95,-202,-235,0,ug
29,19,0.85,-92,-161,0,ug
29,20,0.75,-26,-64,0,ug
30,1,0.65,121,10,0,ug
30,2,0.95,-220,0,1,ug
30,3,0.65,45,11,0,ug
30,4,0.8,-20,0,1,ug
30,5,0.6,129,12,0,ug
30,6,0.85,-175,-18,1,ug
30,7,0.7,31,9,0,ug
30,8,0.55,237,-2,0,ug
30,9,0.5,220,206,0,ug
30,10,0.7,39,17,0,ug
30,11,0.8,-24,9,1,ug
30,12,0.5,213,192,0,ug
30,13,0.55,192,139,0,ug
30,14,0.9,-119,42,1,ug
30,15,0.75,8,7,1,ug
30,16,0.6,118,24,0,ug
30,17,0.85,-159,14,1,ug
30,18,0.9,-240,-2,1,ug
30,19,0.75,-14,6,0,ug
30,20,0.95,-222,47,1,ug
31,1,0.85,-65,-168,1,ug
31,2,0.85,-64,-196,1,ug
31,3,0.5,209,-28,0,ug
31,4,0.6,-48,-14,0,ug
31,5,0.6,-29,-62,0,ug
31,6,0.75,-227,-167,1,ug
31,7,0.65,-108,-82,1,ug
31,8,0.55,64,-18,0,ug
31,9,0.95,-229,-187,1,ug
31,10,0.5,221,24,0,ug
31,11,0.95,-226,-31,1,ug
31,12,0.7,-148,-18,1,ug
31,13,0.55,134,-11,0,ug
31,14,0.65,-63,-37,1,ug
31,15,0.9,-229,-56,1,ug
31,16,0.8,-173,-45,1,ug
31,17,0.7,-109,-38,1,ug
31,18,0.9,-238,-42,1,ug
31,19,0.75,-185,-37,1,ug
31,20,0.8,-170,-31,1,ug
32,1,0.95,-209,101,1,ug
32,2,0.95,-169,174,1,ug
32,3,0.85,-92,116,1,ug
32,4,0.55,160,44,0,ug
32,5,0.85,-205,190,1,ug
32,6,0.9,-193,212,1,ug
32,7,0.8,-118,-42,0,ug
32,8,0.5,235,2,0,ug
32,9,0.5,218,221,0,ug
32,10,0.7,-36,-22,0,ug
32,11,0.75,-64,0,0,ug
32,12,0.6,-18,0,0,ug
32,13,0.75,-53,-4,0,ug
32,14,0.9,-193,140,1,ug
32,15,0.55,100,-25,0,ug
32,16,0.65,-17,-2,0,ug
32,17,0.65,-24,-2,0,ug
32,18,0.8,-54,-4,0,ug
32,19,0.7,-50,35,0,ug
32,20,0.6,22,18,0,ug
33,1,0.9,-217,2,1,ug
33,2,0.6,43,-1,0,ug
33,3,0.95,-225,1,1,ug
33,4,0.55,199,0,0,ug
33,5,0.85,-152,0,1,ug
33,6,0.55,171,-1,0,ug
33,7,0.7,-36,1,0,ug
33,8,0.75,-20,-2,1,ug
33,9,0.65,103,-1,0,ug
33,10,0.7,28,-2,0,ug
33,11,0.5,230,-3,0,ug
33,12,0.6,178,1,0,ug
33,13,0.8,-122,1,1,ug
33,14,0.8,-114,1,1,ug
33,15,0.95,-206,0,1,ug
33,16,0.75,2,2,0,ug
33,17,0.65,61,0,0,ug
33,18,0.85,-182,1,1,ug
33,19,0.5,229,1,0,ug
33,20,0.9,-205,2,1,ug
34,1,0.9,-190,165,0,ug
34,2,0.85,-143,66,0,ug
34,3,0.8,-131,33,0,ug
34,4,0.55,129,24,0,ug
34,5,0.55,175,113,0,ug
34,6,0.75,-100,21,0,ug
34,7,0.5,143,73,0,ug
34,8,0.5,175,99,0,ug
34,9,0.95,-225,199,1,ug
34,10,0.9,-189,139,0,ug
34,11,0.7,-44,127,0,ug
34,12,0.7,-39,31,0,ug
34,13,0.75,-68,27,0,ug
34,14,0.65,-69,37,0,ug
34,15,0.85,-191,152,0,ug
34,16,0.8,-116,38,0,ug
34,17,0.65,-114,40,0,ug
34,18,0.6,85,28,0,ug
34,19,0.95,-232,215,1,ug
34,20,0.6,98,32,0,ug
36,1,0.95,-159,102,1,ug
36,2,0.55,188,32,0,ug
36,3,0.95,-158,92,1,ug
36,4,0.55,141,13,0,ug
36,5,0.75,-95,-65,0,ug
36,6,0.7,1,-30,0,ug
36,7,0.5,173,183,0,ug
36,8,0.85,-102,-117,0,ug
36,9,0.6,80,45,0,ug
36,10,0.65,26,-33,0,ug
36,11,0.65,2,-56,0,ug
36,12,0.9,-125,29,1,ug
36,13,0.7,-41,20,0,ug
36,14,0.75,-84,-84,0,ug
36,15,0.6,193,134,0,ug
36,16,0.8,-134,-128,0,ug
36,17,0.5,201,225,0,ug
36,18,0.8,-169,-63,0,ug
36,19,0.85,-207,66,0,ug
36,20,0.9,-210,155,1,ug
37,1,0.6,26,-39,0,ug
37,2,0.55,80,-8,0,ug
37,3,0.6,-43,-20,0,ug
37,4,0.75,-155,71,0,ug
37,5,0.65,-154,53,0,ug
37,6,0.7,-76,12,0,ug
37,7,0.8,-235,230,1,ug
37,8,0.7,-126,16,0,ug
37,9,0.65,182,33,0,ug
37,10,0.5,249,79,0,ug
37,11,0.85,-247,188,1,ug
37,12,0.75,-141,34,0,ug
37,13,0.9,-249,204,1,ug
37,14,0.9,-246,234,1,ug
37,15,0.85,-243,122,1,ug
37,16,0.95,-248,249,1,ug
37,17,0.5,240,68,0,ug
37,18,0.8,-168,6,1,ug
37,19,0.55,98,74,0,ug
37,20,0.95,-249,247,1,ug
38,1,0.9,-227,-1,1,ug
38,2,0.8,-180,0,1,ug
38,3,0.5,226,111,0,ug
38,4,0.65,-84,-71,0,ug
38,5,0.85,-176,53,1,ug
38,6,0.5,230,122,0,ug
38,7,0.6,19,-38,0,ug
38,8,0.6,58,-46,0,ug
38,9,0.7,-79,-54,0,ug
38,10,0.95,-223,212,1,ug
38,11,0.7,30,88,0,ug
38,12,0.55,150,29,0,ug
38,13,0.95,-216,1,1,ug
38,14,0.55,112,30,0,ug
38,15,0.75,-151,-37,1,ug
38,16,0.9,-186,2,1,ug
38,17,0.8,-222,60,1,ug
38,18,0.65,2,0,0,ug
38,19,0.75,-58,-4,1,ug
38,20,0.85,-195,83,1,ug
39,1,0.7,-226,77,0,ug
39,2,0.95,-243,223,1,ug
39,3,0.85,-239,196,0,ug
39,4,0.9,-224,226,0,ug
39,5,0.95,-241,220,0,ug
39,6,0.75,-231,71,0,ug
39,7,0.65,-233,53,0,ug
39,8,0.65,-245,42,0,ug
39,9,0.85,-249,241,0,ug
39,10,0.7,-236,39,0,ug
39,11,0.6,-229,51,0,ug
39,12,0.8,-239,173,0,ug
39,13,0.9,-245,247,0,ug
39,14,0.55,-117,3,0,ug
39,15,0.75,-217,80,0,ug
39,16,0.5,245,163,0,ug
39,17,0.55,-29,3,0,ug
39,18,0.5,249,176,0,ug
39,19,0.8,-236,130,0,ug
39,20,0.6,-80,21,0,ug
40,1,0.9,-71,-152,0,ug
40,2,0.75,13,-82,0,ug
40,3,0.75,25,-78,0,ug
40,4,0.65,81,-83,0,ug
40,5,0.85,-95,-153,0,ug
40,6,0.95,-196,-94,1,ug
40,7,0.85,-57,-117,0,ug
40,8,0.5,227,-34,0,ug
40,9,0.6,154,-97,0,ug
40,10,0.95,-213,-12,1,ug
40,11,0.7,116,-65,0,ug
40,12,0.8,16,-86,0,ug
40,13,0.5,211,-38,0,ug
40,14,0.65,155,-95,0,ug
40,15,0.55,208,-86,0,ug
40,16,0.55,222,-28,0,ug
40,17,0.9,-148,-101,0,ug
40,18,0.8,-92,-171,0,ug
40,19,0.7,2,-133,0,ug
40,20,0.6,109,-144,0,ug
41,1,0.95,-193,184,1,ug
41,2,0.7,-99,73,0,ug
41,3,0.9,-166,166,0,ug
41,4,0.6,30,28,0,ug
41,5,0.55,132,100,0,ug
41,6,0.65,32,16,0,ug
41,7,0.5,214,199,0,ug
41,8,0.7,31,31,0,ug
41,9,0.6,90,92,0,ug
41,10,0.8,29,24,0,ug
41,11,0.5,197,184,0,ug
41,12,0.65,2,1,0,ug
41,13,0.8,25,24,0,ug
41,14,0.95,-179,226,0,ug
41,15,0.85,3,-3,0,ug
41,16,0.85,-1,-2,0,ug
41,17,0.75,4,-1,0,ug
41,18,0.55,71,41,0,ug
41,19,0.9,3,-3,0,ug
41,20,0.75,-169,131,0,ug
42,1,0.7,-11,-108,0,ug
42,2,0.6,51,-63,0,ug
42,3,0.95,-131,-152,1,ug
42,4,0.8,-47,-26,0,ug
42,5,0.65,-1,-44,0,ug
42,6,0.75,-11,0,0,ug
42,7,0.7,0,-56,0,ug
42,8,0.55,8,0,0,ug
42,9,0.85,-18,-1,0,ug
42,10,0.6,28,1,0,ug
42,11,0.95,-179,0,1,ug
42,12,0.75,-6,1,0,ug
42,13,0.55,30,1,0,ug
42,14,0.9,-209,1,1,ug
42,15,0.65,7,0,0,ug
42,16,0.5,147,0,0,ug
42,17,0.9,-206,-1,1,ug
