sub,trial,unfairness,valence,arousal,choice,study
120,17,0.95,-223,39,0,ug
120,18,0.85,-158,3,0,ug
120,19,0.75,-98,2,0,ug
120,20,0.5,220,197,0,ug
121,1,0.75,34,-32,0,ug
121,2,0.7,130,-1,0,ug
121,3,0.6,187,99,0,ug
121,4,0.75,39,-61,0,ug
121,5,0.55,197,148,0,ug
121,6,0.85,-199,-42,1,ug
121,7,0.8,-56,-166,1,ug
121,8,0.85,-190,-119,1,ug
121,9,0.65,44,5,0,ug
121,10,0.6,179,105,0,ug
121,11,0.5,209,197,0,ug
121,12,0.95,-224,91,1,ug
121,13,0.7,105,48,0,ug
121,14,0.8,-27,-2,1,ug
121,15,0.9,-179,15,1,ug
121,16,0.65,150,77,0,ug
121,17,0.95,-225,118,1,ug
121,18,0.55,210,125,0,ug
121,19,0.9,-216,26,1,ug
121,20,0.5,216,218,0,ug
122,1,0.9,-65,-179,0,ug
122,2,0.85,-25,20,0,ug
122,3,0.95,-198,-70,1,ug
122,4,0.7,58,-23,0,ug
122,5,0.9,-68,52,1,ug
122,6,0.55,207,118,0,ug
122,7,0.6,108,50,0,ug
122,8,0.7,-104,-8,0,ug
122,9,0.65,190,36,0,ug
122,10,0.75,165,-148,0,ug
122,11,0.65,34,34,0,ug
122,12,0.6,126,-155,0,ug
122,13,0.85,-84,-38,1,ug
122,14,0.5,207,-224,0,ug
122,15,0.75,-70,-21,0,ug
122,16,0.55,33,-192,0,ug
122,17,0.5,168,163,0,ug
122,18,0.8,-115,-55,1,ug
122,19,0.8,-141,-54,1,ug
122,20,0.95,-219,-39,1,ug
123,1,0.85,-231,-2,1,ug
123,2,0.5,137,-2,0,ug
123,3,0.75,-28,0,0,ug
123,4,0.95,-240,5,1,ug
123,5,0.65,-201,-3,0,ug
123,6,0.75,-70,1,1,ug
123,7,0.5,139,4,0,ug
123,8,0.8,-82,1,1,ug
123,9,0.95,-216,1,1,ug
123,10,0.9,-181,1,1,ug
123,11,0.7,-33,2,0,ug
123,12,0.7,-38,0,0,ug
123,13,0.9,-206,2,1,ug
123,14,0.8,-162,3,1,ug
123,15,0.55,27,2,0,ug
123,16,0.65,-43,1,1,ug
123,17,0.6,-11,1,0,ug
123,18,0.55,-10,-2,0,ug
123,19,0.6,73,-5,0,ug
123,20,0.85,-155,0,1,ug
124,1,0.95,-54,9,0,ug
124,2,0.75,21,14,0,ug
124,3,0.8,24,7,0,ug
124,4,0.9,-25,1,0,ug
124,5,0.55,151,14,0,ug
124,6,0.95,-32,0,0,ug
124,7,0.6,135,13,0,ug
124,8,0.7,94,8,0,ug
124,9,0.85,-28,0,0,ug
124,10,0.7,17,6,0,ug
124,11,0.65,73,7,0,ug
124,12,0.9,-44,-2,0,ug
124,13,0.85,-19,8,0,ug
124,14,0.8,-9,11,0,ug
124,15,0.5,200,9,0,ug
124,16,0.5,172,4,0,ug
124,17,0.75,49,7,0,ug
124,18,0.65,67,8,0,ug
124,19,0.55,166,13,0,ug
124,20,0.6,133,-2,0,ug
125,1,0.95,-234,86,1,ug
125,2,0.7,62,1,0,ug
125,3,0.8,-119,-141,1,ug
125,4,0.8,-138,90,1,ug
125,5,0.65,78,74,0,ug
125,6,0.7,117,32,0,ug
125,7,0.75,62,-2,0,ug
125,8,0.6,188,139,0,ug
125,9,0.9,-222,50,1,ug
125,10,0.85,-162,-21,1,ug
125,11,0.6,119,72,0,ug
125,12,0.55,186,188,0,ug
125,13,0.95,-204,-145,1,ug
125,14,0.65,74,29,0,ug
125,15,0.55,201,205,0,ug
125,16,0.85,-94,-21,1,ug
125,17,0.5,219,227,0,ug
125,18,0.75,-51,-22,1,ug
125,19,0.9,-201,191,1,ug
125,20,0.5,171,151,0,ug
126,1,0.85,-172,60,0,ug
126,2,0.7,81,-66,0,ug
126,3,0.8,86,-65,0,ug
126,4,0.95,-142,-171,1,ug
126,5,0.9,52,-95,1,ug
126,6,0.55,113,162,0,ug
126,7,0.5,106,194,0,ug
126,8,0.5,80,120,0,ug
126,9,0.65,28,50,0,ug
126,10,0.9,110,-149,1,ug
126,11,0.6,218,150,0,ug
126,12,0.7,39,118,0,ug
126,13,0.6,73,62,0,ug
126,14,0.75,13,-59,0,ug
126,15,0.65,110,56,0,ug
126,16,0.85,-110,-54,0,ug
126,17,0.75,141,-12,0,ug
126,18,0.55,148,-13,0,ug
126,19,0.95,-93,-66,1,ug
126,20,0.8,-31,88,0,ug
127,1,0.5,73,85,0,ug
127,2,0.9,-213,-232,1,ug
127,3,0.65,34,24,1,ug
127,4,0.5,3,27,0,ug
127,5,0.85,-164,-218,1,ug
127,6,0.8,-186,-209,1,ug
127,7,0.6,39,37,0,ug
127,8,0.65,23,-38,1,ug
127,9,0.85,-170,-225,1,ug
127,10,0.9,-222,-231,1,ug
127,11,0.7,-200,-235,1,ug
127,12,0.55,27,21,0,ug
127,13,0.95,-235,-239,1,ug
127,14,0.95,-209,136,1,ug
127,15,0.75,-203,174,1,ug
127,16,0.75,-231,218,1,ug
127,17,0.7,-162,-177,1,ug
127,18,0.55,61,98,0,ug
127,19,0.6,211,183,0,ug
127,20,0.8,-218,230,1,ug
128,1,0.5,185,42,0,ug
128,2,0.85,-80,-228,1,ug
128,3,0.85,-233,-239,1,ug
128,4,0.75,111,69,0,ug
128,5,0.75,94,65,0,ug
128,6,0.65,90,195,0,ug
128,7,0.9,-170,-169,1,ug
128,8,0.9,-189,-167,1,ug
128,9,0.95,-201,-218,1,ug
128,10,0.6,120,112,0,ug
128,11,0.65,101,130,0,ug
128,12,0.8,89,53,0,ug
128,13,0.7,104,126,0,ug
128,14,0.5,70,178,0,ug
128,15,0.8,83,144,0,ug
128,16,0.7,125,133,0,ug
128,17,0.55,106,195,0,ug
128,18,0.6,121,141,0,ug
128,19,0.95,-220,-237,1,ug
128,20,0.55,137,195,0,ug
129,1,0.85,-125,-66,0,ug
129,2,0.75,61,47,0,ug
129,3,0.75,-11,-17,0,ug
129,4,0.65,131,119,0,ug
129,5,0.8,-52,-29,0,ug
129,6,0.55,248,246,0,ug
129,7,0.95,-244,-244,1,ug
129,8,0.55,237,213,0,ug
129,9,0.9,-82,-240,0,ug
129,10,0.9,-207,-224,0,ug
129,11,0.95,-237,-239,1,ug
129,12,0.7,149,-54,0,ug
129,13,0.85,-180,-203,0,ug
129,14,0.7,194,-49,0,ug
129,15,0.6,250,182,0,ug
129,16,0.5,247,243,0,ug
129,17,0.8,-162,-60,0,ug
129,18,0.65,73,-30,0,ug
129,19,0.6,217,107,0,ug
129,20,0.5,250,248,0,ug
130,1,0.85,-23,-39,0,ug
130,2,0.5,84,8,0,ug
130,3,0.95,-186,31,1,ug
130,4,0.5,161,22,0,ug
130,5,0.75,-1,-22,0,ug
130,6,0.8,-37,-10,0,ug
130,7,0.85,-67,-12,0,ug
130,8,0.6,35,19,0,ug
130,9,0.7,14,-3,0,ug
130,10,0.55,102,30,0,ug
130,11,0.9,-170,-5,1,ug
130,12,0.75,18,-4,0,ug
130,13,0.6,83,14,0,ug
130,14,0.95,-218,-12,1,ug
130,15,0.8,-86,-64,0,ug
130,16,0.55,55,2,0,ug
130,17,0.65,49,-17,0,ug
130,18,0.65,3,-25,0,ug
130,19,0.9,-168,-129,1,ug
130,20,0.7,2,-90,0,ug
131,1,0.65,-133,35,0,ug
131,2,0.9,-174,121,1,ug
131,3,0.55,3,5,0,ug
131,4,0.65,-35,-1,0,ug
131,5,0.75,-69,48,0,ug
131,6,0.95,-81,-81,1,ug
131,7,0.5,58,34,0,ug
131,8,0.55,44,14,0,ug
131,9,0.6,8,-4,0,ug
131,10,0.85,-45,-5,1,ug
131,11,0.7,-44,-5,0,ug
131,12,0.8,-26,-7,1,ug
131,13,0.5,51,-8,0,ug
131,14,0.7,-55,-4,0,ug
131,15,0.6,-3,3,0,ug
131,16,0.95,-89,-11,1,ug
131,17,0.8,-78,1,1,ug
131,18,0.85,-102,0,1,ug
131,19,0.75,-73,-1,0,ug
131,20,0.9,-131,-7,1,ug
132,1,0.85,-210,4,0,ug
132,2,0.6,-10,3,0,ug
132,3,0.75,-154,-6,0,ug
132,4,0.5,225,1,0,ug
132,5,0.55,111,1,0,ug
132,6,0.65,-56,6,0,ug
132,7,0.75,-61,3,0,ug
132,8,0.8,-146,2,1,ug
132,9,0.7,-47,-3,0,ug
132,10,0.9,-193,-2,1,ug
132,11,0.55,134,-5,0,ug
132,12,0.85,-191,-1,1,ug
132,13,0.95,-230,1,1,ug
132,14,0.95,-223,-2,1,ug
132,15,0.6,152,-1,0,ug
132,16,0.7,-77,5,0,ug
132,17,0.65,-26,4,0,ug
132,18,0.5,231,4,0,ug
132,19,0.8,-185,1,1,ug
132,20,0.9,-210,4,1,ug
133,1,0.75,-54,-144,0,ug
133,2,0.9,-164,58,1,ug
133,3,0.8,-98,-88,0,ug
133,4,0.55,195,178,0,ug
133,5,0.7,34,18,0,ug
133,6,0.95,-206,126,1,ug
133,7,0.95,-197,101,1,ug
133,8,0.6,82,76,0,ug
133,9,0.85,-24,-27,1,ug
133,10,0.55,179,121,0,ug
133,11,0.7,38,21,0,ug
133,12,0.8,-41,-25,1,ug
133,13,0.9,-169,-169,1,ug
133,14,0.85,-63,-46,1,ug
133,15,0.5,157,143,0,ug
133,16,0.65,38,13,0,ug
133,17,0.75,6,10,0,ug
133,18,0.65,105,45,0,ug
133,19,0.5,159,148,0,ug
133,20,0.6,141,77,0,ug
134,1,0.65,-33,1,0,ug
134,2,0.5,193,46,0,ug
134,3,0.95,-163,50,0,ug
134,4,0.7,-112,5,0,ug
134,5,0.5,212,72,0,ug
134,6,0.75,-109,21,0,ug
134,7,0.75,-128,-2,0,ug
134,8,0.6,9,0,0,ug
134,9,0.65,-73,-1,0,ug
134,10,0.8,-120,-22,0,ug
134,11,0.95,-192,-37,0,ug
134,12,0.55,-97,2,0,ug
134,13,0.9,-147,16,0,ug
134,14,0.85,-174,-23,0,ug
134,15,0.85,-189,-21,0,ug
134,16,0.9,-184,38,0,ug
134,17,0.7,-75,-25,0,ug
134,18,0.6,5,-56,0,ug
134,19,0.55,68,-34,0,ug
134,20,0.8,-113,-132,0,ug
135,1,0.6,0,12,0,ug
135,2,0.5,1,166,0,ug
135,3,0.95,-236,-3,1,ug
135,4,0.55,1,6,0,ug
135,5,0.6,76,-3,0,ug
135,6,0.85,-99,0,1,ug
135,7,0.8,0,1,0,ug
135,8,0.65,0,0,0,ug
135,9,0.9,-87,-3,0,ug
135,10,0.9,-210,1,1,ug
135,11,0.7,1,22,0,ug
135,12,0.5,0,235,0,ug
135,13,0.8,-22,2,0,ug
135,14,0.65,15,1,0,ug
135,15,0.75,0,-3,0,ug
135,16,0.75,-30,-4,0,ug
135,17,0.55,40,-5,0,ug
135,18,0.7,76,-3,0,ug
135,19,0.85,-2,2,0,ug
135,20,0.95,-230,0,1,ug
136,1,0.7,-114,-138,1,ug
136,2,0.95,-193,-226,1,ug
136,3,0.75,-139,-104,1,ug
136,4,0.9,-174,-172,1,ug
136,5,0.85,-171,-177,1,ug
136,6,0.8,-178,-158,1,ug
136,7,0.65,-55,-31,0,ug
136,8,0.5,189,170,0,ug
136,9,0.85,-141,-175,1,ug
136,10,0.6,30,38,0,ug
136,11,0.7,34,24,0,ug
136,12,0.55,118,131,0,ug
136,13,0.9,-180,-164,1,ug
136,14,0.6,161,156,0,ug
136,15,0.5,210,199,0,ug
136,16,0.55,178,167,0,ug
136,17,0.95,-161,-186,1,ug
136,18,0.75,-116,-125,1,ug
136,19,0.8,-154,-156,1,ug
136,20,0.65,-89,-110,0,ug
137,1,0.5,210,28,0,ug
137,2,0.8,-5,-5,0,ug
137,3,0.75,-19,-10,0,ug
137,4,0.65,2,-6,0,ug
137,5,0.55,209,22,0,ug
137,6,0.7,40,-3,0,ug
137,7,0.6,50,8,0,ug
137,8,0.85,-25,-28,0,ug
137,9,0.75,-2,-9,0,ug
137,10,0.65,94,13,0,ug
137,11,0.6,171,14,0,ug
137,12,0.9,-55,25,0,ug
137,13,0.95,-184,-24,0,ug
137,14,0.7,86,-29,0,ug
137,15,0.95,-187,-28,0,ug
137,16,0.9,-202,-38,0,ug
137,17,0.85,-77,-16,0,ug
137,18,0.55,196,22,0,ug
137,19,0.8,0,1,0,ug
137,20,0.5,222,20,0,ug
138,1,0.5,220,69,0,ug
138,2,0.6,163,84,0,ug
138,3,0.9,-215,100,0,ug
138,4,0.65,58,41,0,ug
138,5,0.8,-135,57,0,ug
138,6,0.85,-149,51,0,ug
138,7,0.7,-64,52,0,ug
138,8,0.6,64,51,0,ug
138,9,0.95,-246,0,1,ug
138,10,0.55,211,36,0,ug
138,11,0.65,109,79,0,ug
138,12,0.85,-134,40,0,ug
138,13,0.8,-138,15,0,ug
138,14,0.5,224,212,0,ug
138,15,0.75,-43,49,0,ug
138,16,0.55,212,104,0,ug
138,17,0.9,-173,48,1,ug
138,18,0.75,10,4,0,ug
138,19,0.7,47,100,0,ug
138,20,0.95,-241,6,1,ug
139,1,0.8,-83,34,0,ug
139,2,0.75,-12,42,0,ug
139,3,0.95,-152,-25,0,ug
139,4,0.5,182,124,0,ug
139,5,0.9,-61,-43,0,ug
139,6,0.6,155,188,0,ug
139,7,0.95,-156,40,0,ug
139,8,0.7,-50,58,0,ug
139,9,0.55,138,69,0,ug
139,10,0.85,-144,-32,0,ug
139,11,0.5,215,198,0,ug
139,12,0.8,-156,97,0,ug
139,13,0.65,16,41,0,ug
139,14,0.65,17,27,0,ug
139,15,0.6,185,119,0,ug
139,16,0.85,-120,-44,0,ug
139,17,0.7,-70,-52,0,ug
139,18,0.55,213,156,0,ug
139,19,0.9,-201,71,0,ug
139,20,0.75,-144,-26,0,ug
140,1,0.85,-53,24,1,ug
140,2,0.7,91,-38,0,ug
140,3,0.95,-174,205,1,ug
140,4,0.85,-52,-128,1,ug
140,5,0.5,185,227,0,ug
140,6,0.9,-60,-205,1,ug
140,7,0.8,32,-31,0,ug
140,8,0.65,116,84,0,ug
140,9,0.65,126,66,0,ug
140,10,0.55,167,197,0,ug
140,11,0.6,-78,-54,0,ug
140,12,0.8,78,-158,1,ug
140,13,0.75,88,-109,0,ug
140,14,0.75,125,-67,0,ug
140,15,0.5,178,197,0,ug
140,16,0.6,166,160,0,ug
140,17,0.9,-64,-202,1,ug
140,18,0.95,-107,175,1,ug
140,19,0.55,157,165,0,ug
140,20,0.7,58,24,0,ug
141,1,0.75,224,2,0,ug
141,2,0.5,229,2,0,ug
141,3,0.75,66,-3,0,ug
141,4,0.9,2,3,0,ug
141,5,0.65,223,0,0,ug
141,6,0.95,3,0,0,ug
141,7,0.7,115,-4,0,ug
141,8,0.85,0,3,0,ug
141,9,0.8,27,1,0,ug
141,10,0.6,180,-3,0,ug
141,11,0.9,-3,0,0,ug
141,12,0.6,141,3,0,ug
141,13,0.95,-17,-3,0,ug
141,14,0.55,111,-1,0,ug
141,15,0.7,122,1,0,ug
141,16,0.85,1,-3,0,ug
141,17,0.8,33,-2,0,ug
141,18,0.65,82,-1,0,ug
141,19,0.55,155,-1,0,ug
141,20,0.5,228,1,0,ug
142,1,0.7,-45,-1,0,ug
142,2,0.9,-237,-2,1,ug
142,3,0.6,71,-2,0,ug
142,4,0.8,-228,101,1,ug
142,5,0.95,-231,230,1,ug
142,6,0.9,-236,116,1,ug
142,7,0.6,159,84,0,ug
142,8,0.5,235,223,0,ug
142,9,0.75,-201,3,1,ug
142,10,0.5,219,215,0,ug
142,11,0.65,-59,1,0,ug
142,12,0.65,-80,-2,0,ug
142,13,0.7,-105,3,0,ug
142,14,0.85,-230,210,1,ug
142,15,0.95,-223,222,1,ug
142,16,0.8,-236,-2,1,ug
142,17,0.85,-222,130,1,ug
142,18,0.55,229,119,0,ug
142,19,0.55,213,215,0,ug
142,20,0.75,-60,0,1,ug
143,1,0.9,-238,-233,0,ug
143,2,0.65,-95,-100,0,ug
143,3,0.6,134,107,0,ug
143,4,0.7,41,29,0,ug
143,5,0.55,238,242,0,ug
143,6,0.65,63,56,0,ug
143,7,0.9,-226,-224,0,ug
143,8,0.8,-67,-37,0,ug
143,9,0.8,-247,-248,0,ug
143,10,0.5,249,247,0,ug
143,11,0.55,248,248,0,ug
143,12,0.95,-249,247,0,ug
143,13,0.75,-77,41,0,ug
143,14,0.7,59,26,0,ug
143,15,0.75,-151,78,0,ug
143,16,0.5,248,245,0,ug
143,17,0.85,-246,244,0,ug
143,18,0.95,-245,243,0,ug
143,19,0.6,165,158,0,ug
143,20,0.85,-219,171,0,ug
144,1,0.6,23,18,0,ug
144,2,0.5,242,230,0,ug
144,3,0.5,239,235,0,ug
144,4,0.75,-213,36,0,ug
144,5,0.8,-239,236,0,ug
144,6,0.65,22,19,0,ug
144,7,0.55,224,221,0,ug
144,8,0.6,205,191,0,ug
144,9,0.9,-227,231,1,ug
144,10,0.85,-219,202,0,ug
144,11,0.55,191,179,0,ug
144,12,0.65,169,120,0,ug
144,13,0.95,-243,238,1,ug
144,14,0.8,-154,57,0,ug
144,15,0.75,-144,115,0,ug
144,16,0.95,-241,238,1,ug
144,17,0.85,-141,150,0,ug
144,18,0.7,-56,103,0,ug
144,19,0.7,-100,56,0,ug
144,20,0.9,-210,215,1,ug
145,1,0.85,-173,47,1,ug
145,2,0.5,188,122,0,ug
145,3,0.6,138,8,0,ug
145,4,0.9,-217,119,1,ug
145,5,0.7,-185,-21,1,ug
145,6,0.95,-242,54,0,ug
145,7,0.75,-156,22,1,ug
145,8,0.5,209,204,0,ug
145,9,0.95,-246,7,1,ug
145,10,0.85,-106,40,1,ug
145,11,0.8,-82,101,1,ug
145,12,0.8,-221,25,1,ug
145,13,0.6,207,29,0,ug
145,14,0.7,-26,6,1,ug
145,15,0.65,-205,5,1,ug
145,16,0.9,-233,3,1,ug
145,17,0.55,126,73,0,ug
145,18,0.75,-117,14,1,ug
145,19,0.55,193,67,0,ug
145,20,0.65,-42,5,1,ug
146,1,0.9,-101,-147,0,ug
146,2,0.85,-61,-100,1,ug
146,3,0.95,-218,-220,1,ug
146,4,0.75,-47,-46,0,ug
146,5,0.9,-75,-141,1,ug
146,6,0.6,150,138,0,ug
146,7,0.95,-199,-199,1,ug
146,8,0.7,144,135,0,ug
146,9,0.5,186,205,0,ug
146,10,0.55,140,128,0,ug
146,11,0.75,55,75,0,ug
146,12,0.8,92,67,0,ug
146,13,0.6,113,141,0,ug
146,14,0.85,114,98,1,ug
146,15,0.7,163,141,0,ug
146,16,0.65,132,112,0,ug
146,17,0.55,125,52,0,ug
146,18,0.8,92,75,0,ug
146,19,0.5,135,100,0,ug
146,20,0.65,139,132,0,ug
147,1,0.55,76,3,0,ug
147,2,0.5,239,93,0,ug
147,3,0.55,124,2,0,ug
147,4,0.95,-240,194,1,ug
147,5,0.5,240,0,0,ug
147,6,0.85,-230,-1,1,ug
147,7,0.7,-97,-58,0,ug
147,8,0.95,-233,-2,1,ug
147,9,0.75,-119,-4,1,ug
147,10,0.9,-184,-3,1,ug
147,11,0.7,-2,1,0,ug
147,12,0.6,211,-117,0,ug
147,13,0.9,-181,-2,1,ug
147,14,0.65,-37,-42,0,ug
147,15,0.6,74,2,0,ug
147,16,0.8,-152,-4,1,ug
147,17,0.85,-220,186,1,ug
147,18,0.8,-111,-63,1,ug
147,19,0.75,-93,-54,0,ug
147,20,0.65,46,-203,0,ug
148,1,0.7,-24,-40,1,ug
148,2,0.7,-17,-109,1,ug
148,3,0.85,-211,51,1,ug
148,4,0.9,-227,189,1,ug
148,5,0.55,165,97,0,ug
148,6,0.65,33,3,0,ug
148,7,0.8,-58,-130,1,ug
148,8,0.8,-91,-172,1,ug
148,9,0.85,-126,-109,1,ug
148,10,0.65,-15,-28,0,ug
148,11,0.75,-8,-68,0,ug
148,12,0.75,44,-89,0,ug
148,13,0.95,-215,176,1,ug
148,14,0.5,218,54,0,ug
148,15,0.95,-204,-52,1,ug
148,16,0.6,161,-1,0,ug
148,17,0.9,-228,45,1,ug
148,18,0.6,38,-186,0,ug
148,19,0.5,213,116,0,ug
148,20,0.55,214,79,0,ug
149,1,0.8,-208,-50,0,ug
149,2,0.85,-218,-194,0,ug
149,3,0.6,46,39,0,ug
149,4,0.55,142,135,0,ug
149,5,0.85,-217,-208,0,ug
149,6,0.8,-186,-54,0,ug
149,7,0.5,210,223,0,ug
149,8,0.65,-140,-66,0,ug
149,9,0.95,-237,224,0,ug
149,10,0.65,-46,-53,0,ug
149,11,0.55,174,112,0,ug
149,12,0.7,46,-93,0,ug
149,13,0.7,28,-30,0,ug
149,14,0.9,-222,202,0,ug
149,15,0.6,159,171,0,ug
149,16,0.75,-64,-36,0,ug
149,17,0.9,-212,219,0,ug
149,18,0.5,207,220,0,ug
149,19,0.95,-225,220,0,ug
149,20,0.75,-48,94,0,ug
150,1,0.55,193,61,0,ug
150,2,0.8,-99,30,1,ug
150,3,0.9,-159,110,1,ug
150,4,0.75,-45,24,0,ug
150,5,0.9,-183,79,1,ug
150,6,0.85,-170,135,1,ug
150,7,0.65,44,19,0,ug
150,8,0.55,94,59,0,ug
150,9,0.8,-112,66,1,ug
150,10,0.95,-208,161,1,ug
150,11,0.7,11,6,0,ug
150,12,0.7,11,5,0,ug
150,13,0.95,-205,184,1,ug
150,14,0.6,106,91,0,ug
150,15,0.65,33,15,0,ug
150,16,0.85,-159,91,1,ug
150,17,0.5,203,181,0,ug
150,18,0.75,-9,34,0,ug
150,19,0.6,110,117,0,ug
150,20,0.5,216,196,0,ug
151,1,0.9,2,-103,0,ug
151,2,0.85,12,-66,0,ug
151,3,0.6,68,18,0,ug
151,4,0.9,0,-74,0,ug
151,5,0.55,90,24,0,ug
151,6,0.95,-12,-84,0,ug
151,7,0.8,2,-76,0,ug
151,8,0.5,96,54,0,ug
151,9,0.65,42,-84,0,ug
151,10,0.5,128,36,0,ug
151,11,0.6,70,-62,0,ug
151,12,0.7,50,-72,0,ug
151,13,0.7,30,-78,0,ug
151,14,0.85,0,-72,0,ug
151,15,0.75,26,-72,0,ug
151,16,0.75,38,-104,0,ug
151,17,0.95,-2,-98,0,ug
151,18,0.55,72,-46,0,ug
151,19,0.8,20,-106,0,ug
151,20,0.65,20,-104,0,ug
152,1,0.85,-127,-151,1,ug
152,2,0.6,55,-56,0,ug
152,3,0.9,-159,-7,1,ug
152,4,0.7,-34,-36,1,ug
152,5,0.5,233,-4,0,ug
152,6,0.55,207,-30,0,ug
152,7,0.75,-104,-1,1,ug
152,8,0.7,-29,-31,1,ug
152,9,0.5,222,34,0,ug
152,10,0.65,-34,-72,1,ug
152,11,0.85,-92,-71,1,ug
152,12,0.55,183,10,0,ug
152,13,0.8,-123,-84,1,ug
152,14,0.6,147,-35,0,ug
152,15,0.65,-36,-57,1,ug
152,16,0.75,-68,-21,1,ug
152,17,0.9,-214,-38,1,ug
152,18,0.8,-86,-62,1,ug
152,19,0.95,-230,-2,1,ug
152,20,0.95,-128,-223,1,ug
153,1,0.75,-109,0,0,ug
153,2,0.65,-73,-2,0,ug
153,3,0.55,20,1,0,ug
153,4,0.95,-221,2,1,ug
153,5,0.7,-75,-2,0,ug
153,6,0.5,206,3,0,ug
153,7,0.8,-171,-1,0,ug
153,8,0.5,209,0,0,ug
153,9,0.7,-59,-1,0,ug
153,10,0.85,-120,-2,1,ug
153,11,0.6,39,0,0,ug
153,12,0.9,-197,0,1,ug
153,13,0.75,-149,-2,0,ug
153,14,0.95,-216,-2,1,ug
153,15,0.85,-208,0,1,ug
153,16,0.65,-2,2,0,ug
153,17,0.8,-83,0,0,ug
153,18,0.6,77,1,0,ug
153,19,0.55,130,-1,0,ug
153,20,0.9,-206,-2,1,ug
154,1,0.9,-152,48,1,ug
154,2,0.95,-233,231,1,ug
154,3,0.9,-217,201,0,ug
154,4,0.7,1,0,0,ug
154,5,0.5,203,221,0,ug
154,6,0.7,-2,-4,0,ug
154,7,0.65,43,-1,0,ug
154,8,0.95,-215,192,1,ug
154,9,0.8,-58,-27,0,ug
154,10,0.6,169,147,0,ug
154,11,0.55,200,199,0,ug
154,12,0.65,0,2,0,ug
154,13,0.75,-28,2,0,ug
154,14,0.85,-74,11,1,ug
154,15,0.5,212,233,0,ug
154,16,0.55,87,71,0,ug
154,17,0.75,-9,-3,0,ug
154,18,0.85,-52,0,1,ug
154,19,0.8,-68,2,0,ug
154,20,0.6,77,-7,0,ug
155,1,0.85,-50,-41,0,ug
155,2,0.5,212,229,0,ug
155,3,0.9,-143,-184,1,ug
155,4,0.55,45,44,0,ug
155,5,0.7,53,44,0,ug
155,6,0.6,179,169,0,ug
155,7,0.65,133,106,0,ug
155,8,0.95,-185,-177,0,ug
155,9,0.8,-29,-57,0,ug
155,10,0.85,-56,-62,0,ug
155,11,0.65,133,148,0,ug
155,12,0.5,177,206,0,ug
155,13,0.8,-37,-30,0,ug
155,14,0.95,-173,-194,0,ug
155,15,0.7,61,54,0,ug
155,16,0.6,98,132,0,ug
155,17,0.9,17,14,0,ug
155,18,0.75,61,89,0,ug
155,19,0.55,203,206,0,ug
155,20,0.75,41,34,0,ug
157,1,0.7,203,14,0,ug
157,2,0.85,200,215,0,ug
157,3,0.95,-196,-217,0,ug
157,4,0.6,198,222,0,ug
157,5,0.75,-10,12,0,ug
157,6,0.9,-37,17,0,ug
157,7,0.9,-216,-211,0,ug
157,8,0.85,-61,21,0,ug
157,9,0.95,-206,-206,0,ug
157,10,0.75,9,8,0,ug
157,11,0.8,21,-31,0,ug
157,12,0.55,184,172,0,ug
157,13,0.65,163,198,0,ug
157,14,0.55,184,191,0,ug
157,15,0.65,169,104,0,ug
157,16,0.5,243,241,0,ug
157,17,0.5,241,245,0,ug
157,18,0.6,79,152,0,ug
157,19,0.7,64,56,0,ug
157,20,0.8,-9,-17,0,ug
158,1,0.8,-248,-196,1,ug
158,2,0.85,-238,-165,1,ug
158,3,0.6,-193,49,1,ug
158,4,0.6,-108,31,1,ug
158,5,0.55,-76,35,0,ug
158,6,0.85,-247,34,1,ug
158,7,0.5,247,144,0,ug
158,8,0.7,-166,82,1,ug
158,9,0.9,-242,18,1,ug
158,10,0.95,-247,19,1,ug
158,11,0.7,-185,41,1,ug
158,12,0.8,-193,56,1,ug
158,13,0.5,229,147,0,ug
158,14,0.75,-149,36,1,ug
158,15,0.65,-193,46,1,ug
158,16,0.95,-250,17,1,ug
158,17,0.55,-30,26,0,ug
158,18,0.65,-209,62,1,ug
158,19,0.9,-231,20,1,ug
158,20,0.75,-193,38,1,ug
159,1,0.5,226,121,0,ug
159,2,0.9,-228,-136,1,ug
159,3,0.85,-220,-51,0,ug
159,4,0.9,-193,-210,1,ug
159,5,0.65,46,-44,0,ug
159,6,0.7,-146,-96,0,ug
159,7,0.5,195,205,0,ug
159,8,0.7,-24,-45,0,ug
159,9,0.75,-185,-126,0,ug
159,10,0.6,164,-93,0,ug
159,11,0.75,-192,-86,0,ug
159,12,0.8,-208,140,0,ug
159,13,0.6,181,118,0,ug
159,14,0.55,171,137,0,ug
159,15,0.85,-223,164,0,ug
159,16,0.65,9,-45,0,ug
159,17,0.8,-192,-111,0,ug
159,18,0.95,-242,200,1,ug
159,19,0.55,204,-50,0,ug
159,20,0.95,-241,221,1,ug
160,1,0.9,-51,-170,0,ug
160,2,0.85,14,-150,0,ug
160,3,0.7,64,-20,0,ug
160,4,0.65,25,20,0,ug
160,5,0.6,79,34,0,ug
160,6,0.95,-181,51,0,ug
160,7,0.55,199,36,0,ug
160,8,0.6,95,12,0,ug
160,9,0.95,-177,-1,0,ug
160,10,0.8,26,0,0,ug
160,11,0.65,121,-23,0,ug
160,12,0.5,200,70,0,ug
160,13,0.55,189,34,0,ug
160,14,0.75,77,17,0,ug
160,15,0.5,190,64,0,ug
160,16,0.9,-30,-23,0,ug
